Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 1519, token ἀστυγειτονουμένας
URL: https://logeion.uchicago.edu/morpho/%E1%BC%80%CF%83%CF%84%CF%85%CE%B3%CE%B5%CE%B9%CF%84%CE%BF%CE%BD%CE%BF%CF%85%CE%BC%CE%AD%CE%BD%CE%B1%CF%82
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 4618, token κάκκας
URL: https://logeion.uchicago.edu/morpho/%CE%BA%CE%AC%CE%BA%CE%BA%CE%B1%CF%82
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 4641, token χλιδᾷ
URL: https://logeion.uchicago.edu/morpho/%CF%87%CE%BB%CE%B9%CE%B4%E1%BE%B7
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 4874, token ἄραχνος
URL: https://logeion.uchicago.edu/morpho/%E1%BC%84%CF%81%CE%B1%CF%87%CE%BD%CE%BF%CF%82
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 7520, token ἀστυγειτονουμένας
URL: https://logeion.uchicago.edu/morpho/%E1%BC%80%CF%83%CF%84%CF%85%CE%B3%CE%B5%CE%B9%CF%84%CE%BF%CE%BD%CE%BF%CF%85%CE%BC%CE%AD%CE%BD%CE%B1%CF%82
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 10619, token κάκκας
URL: https://logeion.uchicago.edu/morpho/%CE%BA%CE%AC%CE%BA%CE%BA%CE%B1%CF%82
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 10642, token χλιδᾷ
URL: https://logeion.uchicago.edu/morpho/%CF%87%CE%BB%CE%B9%CE%B4%E1%BE%B7
Getting URL error: A non anticipated exception in File: text/corpus/aeschylus_i.csv at line: 10875, token ἄραχνος
URL: https://logeion.uchicago.edu/morpho/%E1%BC%84%CF%81%CE%B1%CF%87%CE%BD%CE%BF%CF%82
