,line,token,lemma
0,8,ἀρθέντʼ,ἀραρίσκω
1,10,προστομίων,προστόμιον
2,11,λεπτοψαμάθων,λεπτοψάμαθος
3,14,Δίαν,Δῖος
4,16,λιποῦσαι,λείπω
5,23,ἐφʼ,ἐπί
6,30,ἀλλʼ,ἀλλά
7,37,ʼξʼονοταζόμεναι,
8,48,κύδιστʼ,κύδιστος
9,55,κῦμʼ,κῦμα
10,69,βοὸς,βοῦς
11,75,εὐχόμενον,εὔχομαι
12,78,τίνʼ,τίνω
13,85,ἀφικοίμεθα,ἀφικνέομαι
14,140,τῆ,τῆ
15,150,πόντονδʼ,πόντος
16,159,τʼ,σύ
17,161,τʼ,σύ
