,Unnamed: 0,n,token,lemma,pos
39877,39877,20,ὡς,ὡς,d--------
39878,39878,21,φίλοι,φίλος,a-p---mn-
39879,39879,22,προσεφέροντο,προσφέρω,v3piie---
39880,39880,23,ἡμῖν,ἡμεῖς,p-p---md-
39881,39881,24,",",",",u--------
39882,39882,25,ἀλλὰ,ἀλλά,c--------
39883,39883,26,κλείσαντες,κλῄζω,v-papamn-
39884,39884,27,τὰς,ὁ,l-p---fa-
39885,39885,28,πύλας,πύλη,n-p---fa-
39886,39886,29,οὔτε,οὔτε,d--------
39887,39887,30,εἴσω,εἴσω,d--------
39888,39888,31,ἐδέχοντο,δέχομαι,v3piie---
39889,39889,32,οὔτε,οὔτε,c--------
39890,39890,33,ἔξω,ἔξω,d--------
39891,39891,34,ἀγορὰν,ἀγορά,n-s---fa-
39892,39892,35,ἔπεμπον,πέμπω,v3piia---
39893,39893,36,·,·,u--------
39894,39894,37,ᾐτιῶντο,αἰτιάομαι,v3piie---
39895,39895,38,δὲ,δέ,g--------
39896,39896,39,τὸν,ὁ,l-s---ma-
39897,39897,40,παρʼ,παρά,d--------
39898,39898,41,ὑμῶν,ὑμός,p-p---mg-
39899,39899,42,ἁρμοστὴν,ἁρμοστής,n-s---ma-
39900,39900,43,τούτων,οὗτος,p-p---ng-
39901,39901,44,αἴτιον,αἴτιος,a-s---ma-
39902,39902,45,εἶναι,εἰμί,v--pna---
39903,39903,46,.,.,u--------
39904,39904,1,ὃ,ὁ,p-s---mn-
39905,39905,2,δὲ,δέ,g--------
39906,39906,3,λέγεις,λέγω,v2spia---
39907,39907,4,βίᾳ,βία,n-s---fd-
39908,39908,5,παρελθόντας,παρέρχομαι,v-papama-
39909,39909,6,σκηνοῦν,,n-s---ma-
39910,39910,7,",",",",u--------
39911,39911,8,ἡμεῖς,ἡμεῖς,p-p---mn-
39912,39912,9,ἠξιοῦμεν,ἀξιόω,v1ppia---
39913,39913,10,τοὺς,ὁ,l-p---ma-
39914,39914,11,κάμνοντας,κάμνω,v-pppama-
39915,39915,12,εἰς,εἰς,r--------
39916,39916,13,τὰς,ὁ,l-p---fa-
39917,39917,14,στέγας,στέγη,n-p---fa-
39918,39918,15,δέξασθαι,δείκνυμι,v--anm---
39919,39919,16,·,·,u--------
39920,39920,17,ἐπεὶ,ἐπεί,c--------
39921,39921,18,δὲ,δέ,g--------
39922,39922,19,οὐκ,οὐ,d--------
39923,39923,20,ἀνέῳγον,ἀνοίγνυμι,v3piia---
39924,39924,21,τὰς,ὁ,l-p---fa-
39925,39925,22,πύλας,πύλη,n-p---fa-
39926,39926,23,",",",",u--------
39927,39927,24,ᾗ,ὅς,d--------
39928,39928,25,ἡμᾶς,ἡμεῖς,p-p---ma-
39929,39929,26,ἐδέχετο,δέχομαι,v3siie---
39930,39930,27,αὐτὸ,αὐτός,a-s---na-
39931,39931,28,τὸ,ὁ,l-s---na-
39932,39932,29,χωρίον,χωρίον,n-s---na-
39933,39933,30,ταύτῃ,οὗτος,d--------
39934,39934,31,εἰσελθόντες,εἰσέρχομαι,v-papamn-
39935,39935,32,ἄλλο,ἄλλος,a-s---na-
39936,39936,33,μὲν,μέν,g--------
39937,39937,34,οὐδὲν,οὐδείς,p-s---na-
39938,39938,35,βίαιον,βίαιος,a-s---na-
39939,39939,36,ἐποιήσαμεν,ποιέω,v1paia---
39940,39940,37,",",",",u--------
39941,39941,38,σκηνοῦσι,σκηνόω,v3ppia---
39942,39942,39,δʼ,δέ,g--------
39943,39943,40,ἐν,ἐν,r--------
39944,39944,41,ταῖς,ὁ,l-p---fd-
39945,39945,42,στέγαις,στέγη,n-p---fd-
39946,39946,43,οἱ,ὁ,l-p---mn-
39947,39947,44,κάμνοντες,κάμνω,v-pppamn-
39948,39948,45,τὰ,ὅς,p-p---na-
39949,39949,46,αὑτῶν,ἑαυτοῦ,p-p---mg-
39950,39950,47,δαπανῶντες,δαπανάω,v-pppamn-
39951,39951,48,",",",",u--------
39952,39952,49,καὶ,καί,d--------
39953,39953,50,τὰς,ὁ,l-p---fa-
39954,39954,51,πύλας,πύλη,n-p---fa-
39955,39955,52,φρουροῦμεν,φρουρέω,v1ppia---
39956,39956,53,",",",",u--------
39957,39957,54,ὅπως,ὅπως,c--------
39958,39958,55,μὴ,μή,d--------
39959,39959,56,ἐπὶ,ἐπί,r--------
39960,39960,57,τῷ,ὁ,l-s---md-
39961,39961,58,ὑμετέρῳ,ὑμέτερος,a-s---md-
39962,39962,59,ἁρμοστῇ,ἁρμοστός,a-s---fd-
39963,39963,60,ὦσιν,εἰμί,v3ppsa---
39964,39964,61,οἱ,ὁ,l-p---mn-
39965,39965,62,κάμνοντες,κάμνω,v-pppamn-
39966,39966,63,ἡμῶν,ἡμεῖς,p-p---mg-
39967,39967,64,",",",",u--------
39968,39968,65,ἀλλʼ,ἀλλά,d--------
39969,39969,66,ἐφʼ,ἐπί,a-p---nac
39970,39970,67,ἡμῖν,ἐγώ,p1p---md-
39971,39971,68,ᾖ,εἰμί,v3spsa---
39972,39972,69,κομίσασθαι,κομίζω,v--anm---
39973,39973,70,ὅταν,ὅταν,c--------
39974,39974,71,βουλώμεθα,βούλομαι,v1ppse---
39975,39975,72,.,.,u--------
39976,39976,1,οἱ,ὁ,l-p---mn-
39977,39977,2,δὲ,δέ,g--------
39978,39978,3,ἄλλοι,ἄλλος,a-p---mn-
39979,39979,4,",",",",u--------
39980,39980,5,ὡς,ὡς,c--------
39981,39981,6,ὁρᾶτε,ὁράω,v2ppma---
39982,39982,7,",",",",u--------
39983,39983,8,σκηνοῦμεν,σκηνόω,v1ppia---
39984,39984,9,ὑπαίθριοι,ὑπαίθριος,a-p---mn-
39985,39985,10,ἐν,ἐν,r--------
39986,39986,11,τῇ,ὁ,l-s---fd-
39987,39987,12,τάξει,τάξις,n-s---fd-
39988,39988,13,",",",",u--------
39989,39989,14,παρεσκευασμένοι,παρασκευάζω,v-prpemn-
39990,39990,15,",",",",u--------
39991,39991,16,ἂν,ἄν,g--------
39992,39992,17,μέν,μέν,g--------
39993,39993,18,τις,τις,p-s---mn-
39994,39994,19,εὖ,εὖ,d--------
39995,39995,20,ποιῇ,ποιέω,v3spsa---
39996,39996,21,",",",",u--------
39997,39997,22,ἀντʼ,ἀντί,v2pama---
39998,39998,23,εὖ,εὖ,d--------
39999,39999,24,ποιεῖν,ποιέω,v--pna---
40000,40000,25,",",",",u--------
40001,40001,26,ἂν,ἐάν,c--------
40002,40002,27,δὲ,δέ,g--------
40003,40003,28,κακῶς,κακός,d--------
40004,40004,29,",",",",u--------
40005,40005,30,ἀλέξασθαι,ἀλέξω,v--anm---
40006,40006,31,.,.,u--------
40007,40007,1,ἃ,ὅς2,p-p---na-
40008,40008,2,δὲ,δέ,g--------
40009,40009,3,ἠπείλησας,ἐπειλέω,v2saia---
40010,40010,4,ὡς,ὡς,c--------
40011,40011,5,",",",",u--------
40012,40012,6,ἢν,ἐάν,c--------
40013,40013,7,ὑμῖν,σύ,p-p----d-
40014,40014,8,δοκῇ,δοκέω,v3spsa---
40015,40015,9,",",",",u--------
40016,40016,10,Κορύλαν,Κορύλας,n-s---fa-
40017,40017,11,καὶ,καί,c--------
40018,40018,12,Παφλαγόνας,Παφλαγών,n-p---ma-
40019,40019,13,ξυμμάχους,σύμμαχος,a-p---ma-
40020,40020,14,ποιήσεσθε,ποιέω,v2pfim---
40021,40021,15,ἐφʼ,ἐπί,r--------
40022,40022,16,ἡμᾶς,ἡμεῖς,p-p---ma-
40023,40023,17,",",",",u--------
40024,40024,18,ἡμεῖς,ἡμεῖς,p-p---mn-
40025,40025,19,δέ,δέ,g--------
40026,40026,20,",",",",u--------
40027,40027,21,ἢν,ἐάν,c--------
40028,40028,22,μὲν,μέν,g--------
40029,40029,23,ἀνάγκη,ἀνάγκη,n-s---fn-
40030,40030,24,ᾖ,εἰμί,v3spsa---
40031,40031,25,",",",",u--------
40032,40032,26,πολεμήσομεν,πολεμέω,v1pfia---
40033,40033,27,καὶ,καί,d--------
40034,40034,28,ἀμφοτέροις,ἀμφότερος,a-p---md-
40035,40035,29,·,·,u--------
40036,40036,30,ἤδη,ἤδη,d--------
40037,40037,31,γὰρ,γάρ,g--------
40038,40038,32,καὶ,καί,d--------
40039,40039,33,ἄλλοις,ἄλλος,a-p---md-
40040,40040,34,πολλαπλασίοις,πολλαπλάσιος,a-p---md-
40041,40041,35,ὑμῶν,ὑμός,p-p---mg-
40042,40042,36,ἐπολεμήσαμεν,πολεμέω,v1paia---
40043,40043,37,·,·,u--------
40044,40044,38,ἂν,ἀνά,r--------
40045,40045,39,δὲ,δέ,g--------
40046,40046,40,δοκῇ,δοκέω,v3spsa---
40047,40047,41,ἡμῖν,ἐγώ,p1p---md-
40048,40048,42,καὶ,καί,c--------
40049,40049,43,φίλον,φίλος,a-s---ma-
40050,40050,44,ποιεῖσθαι,ποιέω,v--pne---
40051,40051,45,τὸν,ὁ,l-s---ma-
40052,40052,46,Παφλαγόνα,Παφλαγών,n-s---ma-
40053,40053,1,ʽἁ̓κούομεν,,v1ppia---
40054,40054,2,δὲ,δέ,g--------
40055,40055,3,αὐτὸν,αὐτός,p-s---ma-
40056,40056,4,καὶ,καί,d--------
40057,40057,5,ἐπιθυμεῖν,ἐπιθυμέω,v--pna---
40058,40058,6,τῆς,ὁ,l-s---fg-
40059,40059,7,ὑμετέρας,ὑμέτερος,a-s---fg-
40060,40060,8,πόλεως,πόλις,n-s---fg-
40061,40061,9,καὶ,καί,d--------
40062,40062,10,χωρίων,χωρίον,n-p---ng-
40063,40063,11,τῶν,ὅς,p-p---mg-
40064,40064,12,ἐπιθαλαττίων̓,,n-d---ma-
40065,40065,13,",",",",u--------
40066,40066,14,πειρασόμεθα,πειράω,v1pfim---
40067,40067,15,ξυμπράττοντες,συμπράσσω,v-pppamn-
40068,40068,16,αὐτῷ,αὐτός,p-s---md-
40069,40069,17,ὧν,ὅς2,p-p---ng-
40070,40070,18,ἐπιθυμεῖ,ἐπιθυμέω,v3spia---
40071,40071,19,φίλοι,φίλος,a-p---mn-
40072,40072,20,γίγνεσθαι,γίγνομαι,v--pne---
40073,40073,21,.,.,u--------
40074,40074,1,ἐκ,ἐκ,r--------
40075,40075,2,τούτου,οὗτος,p-s---ng-
40076,40076,3,μάλα,μάλα,d--------
40077,40077,4,μὲν,μέν,g--------
40078,40078,5,δῆλοι,δῆλος,n-p---mn-
40079,40079,6,ἦσαν,εἰμί,v3piia---
40080,40080,7,οἱ,ὁ,l-p---mn-
40081,40081,8,ξυμπρέσβεις,σύμπρεσβυς,n-p---mn-
40082,40082,9,τῷ,τῷ,d--------
40083,40083,10,Ἑκατωνύμῳ,Ἑκατώνυμος,n-s---md-
40084,40084,11,χαλεπαίνοντες,χαλεπαίνω,v-pppamn-
40085,40085,12,τοῖς,ὁ,l-p---md-
40086,40086,13,εἰρημένοις,λέγω,v-prpemd-
40087,40087,14,",",",",u--------
40088,40088,15,παρελθὼν,παρέρχομαι,v-sapamn-
40089,40089,16,δʼ,δέ,g--------
40090,40090,17,αὐτῶν,αὐτός,p-p---mg-
40091,40091,18,ἄλλος,ἄλλος,a-s---mn-
40092,40092,19,εἶπεν,λέγω,v3saia---
40093,40093,20,ὅτι,ὅτι2,c--------
40094,40094,21,οὐ,οὐ,d--------
40095,40095,22,πόλεμον,πόλεμος,n-s---ma-
40096,40096,23,ποιησόμενοι,ποιέω,v-pppemn-
40097,40097,24,ἥκοιεν,ἥκω,v3ppoa---
40098,40098,25,ἀλλὰ,ἀλλά,c--------
40099,40099,26,ἐπιδείξοντες,ἐπιδείκνυμι,v-pppamn-
40100,40100,27,ὅτι,ὅτι2,c--------
40101,40101,28,φίλοι,φίλος,a-p---mn-
40102,40102,29,εἰσί,εἰμί,v3ppia---
40103,40103,30,.,.,u--------
40104,40104,31,καὶ,καί,d--------
40105,40105,32,ξενίοις,ξένιος,n-p---nd-
40106,40106,33,",",",",u--------
40107,40107,34,ἢν,ἐάν,c--------
40108,40108,35,μὲν,μέν,g--------
40109,40109,36,ἔλθητε,ἔρχομαι,v2pasa---
40110,40110,37,πρὸς,πρός,r--------
40111,40111,38,τὴν,ὁ,l-s---fa-
40112,40112,39,Σινωπέων,Σινωπεύς,n-p---mg-
40113,40113,40,πόλιν,πόλις,n-s---fa-
40114,40114,41,",",",",u--------
40115,40115,42,ἐκεῖ,ἐκεῖ,d--------
40116,40116,43,δεξόμεθα,δείκνυμι,v1ppie---
40117,40117,44,",",",",u--------
40118,40118,45,νῦν,νῦν,d--------
40119,40119,46,δὲ,δέ,g--------
40120,40120,47,τοὺς,ὁ,l-p---ma-
40121,40121,48,ἐνθάδε,ἐνθάδε,d--------
40122,40122,49,κελεύσομεν,κελεύω,v1pfia---
40123,40123,50,διδόναι,δίδωμι,v--pna---
40124,40124,51,ἃ,ὅς2,p-p---na-
40125,40125,52,δύνανται,δύναμαι,v3ppie---
40126,40126,53,·,·,u--------
40127,40127,54,ὁρῶμεν,ὁράω,v1ppia---
40128,40128,55,γὰρ,γάρ,g--------
40129,40129,56,πάντα,πᾶς,a-p---na-
40130,40130,57,ἀληθῆ,ἀληθής,a-p---na-
40131,40131,58,ὄντα,εἰμί,v-sppama-
40132,40132,59,ἃ,ὅς2,p-p---na-
40133,40133,60,λέγετε,λέγω,v2ppma---
40134,40134,61,.,.,u--------
40135,40135,1,ἐκ,ἐκ,r--------
40136,40136,2,τούτου,οὗτος,p-s---ng-
40137,40137,3,ξένιά,ξένιος,n-p---na-
40138,40138,4,τε,τε,d--------
40139,40139,5,ἔπεμπον,πέμπω,v3piia---
40140,40140,6,οἱ,ὁ,l-p---mn-
40141,40141,7,Κοτυωρῖται,Κοτυωρίτης,n-p---mn-
40142,40142,8,καὶ,καί,d--------
40143,40143,9,οἱ,ὁ,l-p---mn-
40144,40144,10,στρατηγοὶ,στρατηγός,n-p---mn-
40145,40145,11,τῶν,ὁ,l-p---mg-
40146,40146,12,Ἑλλήνων,Ἕλλην,n-p---mg-
40147,40147,13,ἐξένιζον,ἐκνίζω,v3piia---
40148,40148,14,τοὺς,ὁ,l-p---ma-
40149,40149,15,τῶν,ὁ,l-p---mg-
40150,40150,16,Σινωπέων,Σινωπεύς,n-p---mg-
40151,40151,17,πρέσβεις,πρέσβυς,n-p---mn-
40152,40152,18,",",",",u--------
40153,40153,19,καὶ,καί,c--------
40154,40154,20,πρὸς,πρός,r--------
40155,40155,21,ἀλλήλους,ἀλλήλων,p-p---ma-
40156,40156,22,πολλά,πολύς,a-p---na-
40157,40157,23,τε,τε,g--------
40158,40158,24,καὶ,καί,c--------
40159,40159,25,φιλικὰ,φιλικός,a-p---na-
40160,40160,26,διελέγοντο,διαλέγω,v3piie---
40161,40161,27,τά,ὁ,l-p---na-
40162,40162,28,τε,τε,d--------
40163,40163,29,ἄλλα,ἄλλος,c--------
40164,40164,30,καὶ,καί,d--------
40165,40165,31,περὶ,περί,r--------
40166,40166,32,τῆς,ὁ,l-s---fg-
40167,40167,33,λοιπῆς,λοιπός,a-s---fg-
40168,40168,34,πορείας,πορεία,n-s---fg-
40169,40169,35,ἀνεπυνθάνοντο,ἀναπυνθάνομαι,v3piie---
40170,40170,36,ὧν,ὅς2,p-p---ng-
40171,40171,37,ἑκάτεροι,ἑκάτερος,a-p---mn-
40172,40172,38,ἐδέοντο,δέω2,v3piie---
40173,40173,39,.,.,u--------
40174,40174,1,ταύτῃ,οὗτος,d--------
40175,40175,2,μὲν,μέν,g--------
40176,40176,3,τῇ,ὅς,d--------
40177,40177,4,ἡμέρᾳ,ἡμέρα,n-s---fd-
40178,40178,5,τοῦτο,οὗτος,a-s---na-
40179,40179,6,τὸ,ὁ,l-s---na-
40180,40180,7,τέλος,τέλος,n-s---na-
40181,40181,8,ἐγένετο,γίγνομαι,v3saim---
40182,40182,9,.,.,u--------
40183,40183,10,τῇ,ὅς,d--------
40184,40184,11,δὲ,δέ,g--------
40185,40185,12,ὑστεραίᾳ,ὑστεραῖος,a-s---fd-
40186,40186,13,ξυνέλεξαν,συλλέγω,v3paia---
40187,40187,14,οἱ,ὁ,l-p---mn-
40188,40188,15,στρατηγοὶ,στρατηγός,n-p---mn-
40189,40189,16,τοὺς,ὁ,l-p---ma-
40190,40190,17,στρατιώτας,στρατιώτης,n-p---ma-
40191,40191,18,.,.,u--------
40192,40192,19,καὶ,καί,d--------
40193,40193,20,ἐδόκει,δοκέω,v3siia---
40194,40194,21,αὐτοῖς,αὐτός,p-p---md-
40195,40195,22,περὶ,περί,r--------
40196,40196,23,τῆς,ὁ,l-s---fg-
40197,40197,24,λοιπῆς,λοιπός,n-s---fg-
40198,40198,25,πορείας,πορεία,a-s---fg-
40199,40199,26,παρακαλέσαντας,παρακαλέω,v-papama-
40200,40200,27,τοὺς,ὁ,l-p---ma-
40201,40201,28,Σινωπέας,Σινωπεύς,n-p---ma-
40202,40202,29,βουλεύεσθαι,βουλεύω,v--pne---
40203,40203,30,.,.,u--------
40204,40204,31,εἴτε,εἴτε,d--------
40205,40205,32,γὰρ,γάρ,g--------
40206,40206,33,πεζῇ,πεζός,a-s---fd-
40207,40207,34,δέοι,δεῖ,v3spoa---
40208,40208,35,πορεύεσθαι,πορεύω,v--pne---
40209,40209,36,",",",",u--------
40210,40210,37,χρήσιμοι,χρήσιμος,a-p---mn-
40211,40211,38,ἂν,ἐάν,c--------
40212,40212,39,ἐδόκουν,δοκέω,v3piia---
40213,40213,40,εἶναι,εἰμί,v--pna---
40214,40214,41,οἱ,ὁ,l-p---mn-
40215,40215,42,Σινωπεῖς,Σινωπεύς,n-p---mn-
40216,40216,43,·,·,u--------
40217,40217,44,ἔμπειροι,ἔμπειρος,d--------
40218,40218,45,γὰρ,γάρ,g--------
40219,40219,46,ἦσαν,εἰμί,v3piia---
40220,40220,47,τῆς,ὁ,l-s---fg-
40221,40221,48,Παφλαγονίας,Παφλαγονία,n-s---fg-
40222,40222,49,·,·,u--------
40223,40223,50,εἴτε,εἴτε,d--------
40224,40224,51,κατὰ,κατά,r--------
40225,40225,52,θάλατταν,θάλασσα,n-s---fa-
40226,40226,53,",",",",u--------
40227,40227,54,προσδεῖν,προσδέω,v--pna---
40228,40228,55,ἐδόκει,δοκέω,v3siia---
40229,40229,56,Σινωπέων,Σινωπεύς,n-p---mg-
40230,40230,57,·,·,u--------
40231,40231,58,μόνοι,μόνος,a-p---mn-
40232,40232,59,γὰρ,γάρ,g--------
40233,40233,60,ἂν,ἐάν,c--------
40234,40234,61,ἐδόκουν,δοκέω,v3piia---
40235,40235,62,ἱκανοὶ,ἱκανός,a-p---mn-
40236,40236,63,εἶναι,εἰμί,v--pna---
40237,40237,64,πλοῖα,πλοῖον,n-p---na-
40238,40238,65,παρασχεῖν,παρέχω,v--ana---
40239,40239,66,ἀρκοῦντα,ἀρκέω,v-sppama-
40240,40240,67,τῇ,ὁ,l-s---fd-
40241,40241,68,στρατιᾷ,στρατιά,n-s---fd-
40242,40242,69,.,.,u--------
40243,40243,1,καλέσαντες,καλέω,v-papamn-
40244,40244,2,οὖν,οὖν,g--------
40245,40245,3,τοὺς,ὁ,l-p---ma-
40246,40246,4,πρέσβεις,πρέσβυς,n-p---ma-
40247,40247,5,ξυνεβουλεύοντο,συμβουλεύω,v3piie---
40248,40248,6,",",",",u--------
40249,40249,7,καὶ,καί,d--------
40250,40250,8,ἠξίουν,ἀξιόω,v3piia---
40251,40251,9,Ἕλληνας,Ἕλλην,n-p---ma-
40252,40252,10,ὄντας,εἰμί,v-pppama-
40253,40253,11,Ἕλλησι,Ἕλλην,n-p---md-
40254,40254,12,τούτῳ,οὗτος,p-s---md-
40255,40255,13,πρῶτον,πρῶτος,a-s---na-
40256,40256,14,καλῶς,καλός,d--------
40257,40257,15,δέχεσθαι,δέχομαι,v--pne---
40258,40258,16,τῷ,τῷ,d--------
40259,40259,17,εὔνους,εὔνοος,n-p---ma-
40260,40260,18,τε,τε,d--------
40261,40261,19,εἶναι,εἰμί,v--pna---
40262,40262,20,καὶ,καί,d--------
40263,40263,21,τὰ,ὁ,l-p---na-
40264,40264,22,κάλλιστα,καλός,a-p---na-
40265,40265,23,ξυμβουλεύειν,συμβουλεύω,v--pna---
40266,40266,24,.,.,u--------
40267,40267,1,ἀναστὰς,ἀνίστημι,v-sapamn-
40268,40268,2,δὲ,δέ,g--------
40269,40269,3,Ἑκατώνυμος,Ἑκατώνυμος,n-s---mn-
40270,40270,4,πρῶτον,πρῶτος,a-s---na-
40271,40271,5,μὲν,μέν,g--------
40272,40272,6,ἀπελογήσατο,ἀπολογέομαι,v3saim---
40273,40273,7,περὶ,περί,r--------
40274,40274,8,οὗ,οὗ,d--------
40275,40275,9,εἶπεν,λέγω,v3saia---
40276,40276,10,ὡς,ὡς,c--------
40277,40277,11,τὸν,ὁ,l-s---ma-
40278,40278,12,Παφλαγόνα,Παφλαγών,n-s---ma-
40279,40279,13,φίλον,φίλος,a-s---ma-
40280,40280,14,ποιήσοιντο,ποιέω,v3ppoe---
40281,40281,15,",",",",u--------
40282,40282,16,ὅτι,ὅτι2,c--------
40283,40283,17,οὐχ,οὐ,d--------
40284,40284,18,ὡς,ὡς,d--------
40285,40285,19,τοῖς,ὁ,l-p---md-
40286,40286,20,Ἕλλησι,Ἕλλην,n-p---md-
40287,40287,21,πολεμησόντων,πολεμέω,v-pppamg-
40288,40288,22,σφῶν,σφεῖς,p-p---mg-
40289,40289,23,εἴποι,λέγω,v3saoa---
40290,40290,24,",",",",u--------
40291,40291,25,ἀλλʼ,ἀλλά,d--------
40292,40292,26,ὅτι,ὅτι2,c--------
40293,40293,27,ἐξὸν,ἔξεστι,v-sppana-
40294,40294,28,τοῖς,ὁ,l-p---md-
40295,40295,29,βαρβάροις,βάρβαρος,n-p---md-
40296,40296,30,φίλους,φίλος,a-p---ma-
40297,40297,31,εἶναι,εἰμί,v--pna---
40298,40298,32,τοὺς,ὁ,l-p---ma-
40299,40299,33,Ἕλληνας,Ἕλλην,n-p---ma-
40300,40300,34,αἱρήσονται,αἱρέω,v3ppie---
40301,40301,35,.,.,u--------
40302,40302,36,ἐπεὶ,ἐπεί,c--------
40303,40303,37,δὲ,δέ,g--------
40304,40304,38,ξυμβουλεύειν,συμβουλεύω,v--pna---
40305,40305,39,ἐκέλευον,κελεύω,v3piia---
40306,40306,40,",",",",u--------
40307,40307,41,ἐπευξάμενος,ἐπεύχομαι,v-sapmmn-
40308,40308,42,εἶπεν,λέγω,v3saia---
40309,40309,43,ὧδε,ὧδε,d--------
40310,40310,44,.,.,u--------
40311,40311,1,εἰ,εἰ,c--------
40312,40312,2,μὲν,μέν,g--------
40313,40313,3,ξυμβουλεύοιμι,συμβουλεύω,v1saoa---
40314,40314,4,ἃ,ὅς2,p-p---na-
40315,40315,5,βέλτιστά,βελτίων,a-p---na-
40316,40316,6,μοι,ἐγώ,p-s---md-
40317,40317,7,εἶναι,εἰμί,v--pna---
40318,40318,8,δοκεῖ,δοκέω,v3spia---
40319,40319,9,",",",",u--------
40320,40320,10,πολλά,πολύς,a-p---na-
40321,40321,11,μοι,ἐγώ,p-s---md-
40322,40322,12,καὶ,καί,d--------
40323,40323,13,ἀγαθὰ,ἀγαθός,a-p---na-
40324,40324,14,γένοιτο,γίγνομαι,v3saom---
40325,40325,15,·,·,u--------
40326,40326,16,εἰ,εἰ,c--------
40327,40327,17,δὲ,δέ,g--------
40328,40328,18,μή,μή,d--------
40329,40329,19,",",",",u--------
40330,40330,20,τἀναντία,ἐναντίος,a-p---nn-
40331,40331,21,.,.,u--------
40332,40332,22,αὐτὴ,αὐτός,a-s---fn-
40333,40333,23,γὰρ,γάρ,g--------
40334,40334,24,ἡ,ὁ,l-s---fn-
40335,40335,25,ἱερὰ,ἱερός,a-s---fn-
40336,40336,26,ξυμβουλὴ,συμβουλή,n-s---fn-
40337,40337,27,λεγομένη,λέγω,v-sppefn-
40338,40338,28,εἶναι,εἰμί,v--pna---
40339,40339,29,δοκεῖ,δοκέω,v3spia---
40340,40340,30,μοι,ἐγώ,p-s---md-
40341,40341,31,παρεῖναι,πάρειμι,v--pna---
40342,40342,32,·,·,u--------
40343,40343,33,νῦν,νῦν,d--------
40344,40344,34,γὰρ,γάρ,g--------
40345,40345,35,δὴ,δή,g--------
40346,40346,36,ἂν,ἄν,g--------
40347,40347,37,μὲν,μέν,g--------
40348,40348,38,εὖ,εὖ,d--------
40349,40349,39,ξυμβουλεύσας,συμβουλεύω,v-sapamn-
40350,40350,40,φανῶ,φαίνω,v1sfia---
40351,40351,41,",",",",u--------
40352,40352,42,πολλοὶ,πολύς,a-p---mn-
40353,40353,43,ἔσονται,εἰμί,v3pfim---
40354,40354,44,οἱ,ἕ,p-s---md-
40355,40355,45,ἐπαινοῦντές,ἐπαινέω,n-p---mn-
40356,40356,46,με,ἐγώ,p-s---ma-
40357,40357,47,",",",",u--------
40358,40358,48,ἂν,ἐάν,c--------
40359,40359,49,δὲ,δέ,g--------
40360,40360,50,κακῶς,κακός,d--------
40361,40361,51,",",",",u--------
40362,40362,52,πολλοὶ,πολύς,a-p---mn-
40363,40363,53,ἔσεσθε,εἰμί,v2pfim---
40364,40364,54,οἱ,ὁ,l-p---mn-
40365,40365,55,καταρώμενοι,καταράομαι,v-papmmn-
40366,40366,56,.,.,u--------
40367,40367,1,πράγματα,πρᾶγμα,n-p---na-
40368,40368,2,μὲν,μέν,g--------
40369,40369,3,οὖν,οὖν,g--------
40370,40370,4,οἶδʼ,οἶδα,l-p---mn-
40371,40371,5,ὅτι,ὅτι2,c--------
40372,40372,6,πολὺ,πολύς,a-s---na-
40373,40373,7,πλείω,πολύς,a-p---nac
40374,40374,8,ἕξομεν,ἔχω,v1pfia---
40375,40375,9,",",",",u--------
40376,40376,10,ἐὰν,ἐάν,c--------
40377,40377,11,κατὰ,κατά,r--------
40378,40378,12,θάλατταν,θάλασσα,n-s---fa-
40379,40379,13,κομίζησθε,κομίζω,v2pasm---
40380,40380,14,·,·,u--------
40381,40381,15,ἡμᾶς,ἡμεῖς,p-p---ma-
40382,40382,16,γὰρ,γάρ,g--------
40383,40383,17,δεήσει,δεῖ,v3sfia---
40384,40384,18,τὰ,ὁ,l-p---na-
40385,40385,19,πλοῖα,πλοῖον,n-p---na-
40386,40386,20,πορίζειν,πορίζω,v--pna---
40387,40387,21,·,·,u--------
40388,40388,22,ἢν,ἐάν,c--------
40389,40389,23,δὲ,δέ,g--------
40390,40390,24,κατὰ,κατά,r--------
40391,40391,25,γῆν,γῆ,n-s---fa-
40392,40392,26,στέλλησθε,στέλλω,v2pasa---
40393,40393,27,",",",",u--------
40394,40394,28,ὑμᾶς,ὑμεῖς,p-p---ma-
40395,40395,29,δεήσει,δεῖ,v3sfia---
40396,40396,30,τοὺς,ὁ,l-p---ma-
40397,40397,31,μαχομένους,μάχομαι,v-pppema-
40398,40398,32,εἶναι,εἰμί,v--pna---
40399,40399,33,.,.,u--------
40400,40400,34,ὅμως,ὅμως,d--------
40401,40401,35,δὲ,δέ,g--------
40402,40402,36,λεκτέα,λέγω,a-p---nn-
40403,40403,37,ἃ,ὅς2,p-p---na-
40404,40404,38,γιγνώσκω,γιγνώσκω,v1spia---
40405,40405,39,·,·,u--------
40406,40406,1,ἔμπειρος,ἔμπειρος,a-s---mn-
40407,40407,2,γάρ,γάρ,g--------
40408,40408,3,εἰμι,εἰμί,v1spia---
40409,40409,4,καὶ,καί,d--------
40410,40410,5,τῆς,ὁ,l-s---fg-
40411,40411,6,χώρας,χώρα,n-s---fg-
40412,40412,7,τῆς,ὁ,l-s---fg-
40413,40413,8,Παφλαγόνων,Παφλαγών,n-p---mg-
40414,40414,9,καὶ,καί,d--------
40415,40415,10,τῆς,ὁ,l-s---fg-
