,Unnamed: 0,n,token,lemma,pos
20862,20862,26,ἐπιωρκήκασί,ἐπιορκέω,v3ppia---
20863,20863,27,τε,τε,d--------
20864,20864,28,καὶ,καί,d--------
20865,20865,29,τὰς,ὁ,l-p---fa-
20866,20866,30,σπονδὰς,σπονδή,n-p---fa-
20867,20867,31,παρὰ,παρά,r--------
20868,20868,32,τοὺς,ὁ,l-p---ma-
20869,20869,33,ὅρκους,ὅρκος,n-p---ma-
20870,20870,34,λελύκασιν,λύω,v3pria---
20871,20871,35,.,.,u--------
20872,20872,36,οὕτω,οὕτως,d--------
20873,20873,37,δʼ,δέ,g--------
20874,20874,38,ἐχόντων,ἔχω,v-pppamg-
20875,20875,39,εἰκὸς,ἔοικα,v-srpann-
20876,20876,40,τοῖς,ὁ,l-p---md-
20877,20877,41,μὲν,μέν,g--------
20878,20878,42,πολεμίοις,πολέμιος,a-p---md-
20879,20879,43,ἐναντίους,ἐναντίος,a-p---ma-
20880,20880,44,εἶναι,εἰμί,v--pna---
20881,20881,45,τοὺς,ὁ,l-p---ma-
20882,20882,46,θεούς,θεός,n-p---ma-
20883,20883,47,",",",",u--------
20884,20884,48,ἡμῖν,ἐγώ,p1p---md-
20885,20885,49,δὲ,δέ,g--------
20886,20886,50,συμμάχους,σύμμαχος,a-p---ma-
20887,20887,51,",",",",u--------
20888,20888,52,οἵπερ,οἷπερ,d--------
20889,20889,53,ἱκανοί,ἱκανός,a-p---mn-
20890,20890,54,εἰσι,εἰμί,v3ppia---
20891,20891,55,καὶ,καί,d--------
20892,20892,56,τοὺς,ὁ,l-p---ma-
20893,20893,57,μεγάλους,μέγας,a-p---ma-
20894,20894,58,ταχὺ,ταχύς,a-s---na-
20895,20895,59,μικροὺς,μικρός,a-p---ma-
20896,20896,60,ποιεῖν,ποιέω,v--pna---
20897,20897,61,καὶ,καί,d--------
20898,20898,62,τοὺς,ὁ,l-p---ma-
20899,20899,63,μικροὺς,μικρός,n-p---ma-
20900,20900,64,κἂν,ἐάν,c--------
20901,20901,65,ἐν,ἐν,r--------
20902,20902,66,δεινοῖς,δεινός,a-p---nd-
20903,20903,67,ὦσι,εἰμί,v3ppsa---
20904,20904,68,σῴζειν,σῴζω,v--pna---
20905,20905,69,εὐπετῶς,εὐπετής,d--------
20906,20906,70,",",",",u--------
20907,20907,71,ὅταν,ὅταν,c--------
20908,20908,72,βούλωνται,βούλομαι,v3ppse---
20909,20909,73,.,.,u--------
20910,20910,1,ἔπειτα,ἔπειτα,d--------
20911,20911,2,δὲ,δέ,g--------
20912,20912,3,ἀναμνήσω,ἀναμιμνήσκω,v1sfia---
20913,20913,4,γὰρ,γάρ,g--------
20914,20914,5,ὑμᾶς,ὑμεῖς,p2p---ma-
20915,20915,6,καὶ,καί,d--------
20916,20916,7,τοὺς,ὁ,l-p---ma-
20917,20917,8,τῶν,ὁ,l-p---mg-
20918,20918,9,προγόνων,πρόγονος,n-p---mg-
20919,20919,10,τῶν,ὁ,l-p---mg-
20920,20920,11,ἡμετέρων,ἡμέτερος,a-p---mg-
20921,20921,12,κινδύνους,κίνδυνος,n-p---ma-
20922,20922,13,",",",",u--------
20923,20923,14,ἵνα,ἵνα,c--------
20924,20924,15,εἰδῆτε,οἶδα,d--------
20925,20925,16,ὡς,ὡς,d--------
20926,20926,17,ἀγαθοῖς,ἀγαθός,a-p---md-
20927,20927,18,τε,τε,d--------
20928,20928,19,ὑμῖν,ὑμεῖς,p-p---md-
20929,20929,20,προσήκει,προσήκω,v3spia---
20930,20930,21,εἶναι,εἰμί,v--pna---
20931,20931,22,σῴζονταί,σῴζω,v3ppie---
20932,20932,23,τε,τε,g--------
20933,20933,24,σὺν,σύν,r--------
20934,20934,25,τοῖς,ὁ,l-p---md-
20935,20935,26,θεοῖς,θεός,n-p---md-
20936,20936,27,καὶ,καί,d--------
20937,20937,28,ἐκ,ἐκ,r--------
20938,20938,29,πάνυ,πάνυ,d--------
20939,20939,30,δεινῶν,δεινός,a-p---mg-
20940,20940,31,οἱ,ὁ,l-p---mn-
20941,20941,32,ἀγαθοί,ἀγαθός,a-p---mn-
20942,20942,33,.,.,u--------
20943,20943,34,ἐλθόντων,ἔρχομαι,v-papamg-
20944,20944,35,μὲν,μέν,g--------
20945,20945,36,γὰρ,γάρ,g--------
20946,20946,37,Περσῶν,Πέρσης,n-p---mg-
20947,20947,38,καὶ,καί,d--------
20948,20948,39,τῶν,ὁ,l-p---fg-
20949,20949,40,σὺν,σύν,r--------
20950,20950,41,αὐτοῖς,αὐτός,p-p---md-
20951,20951,42,παμπληθεῖ,παμπληθής,v3spia---
20952,20952,43,στόλῳ,στόλος,n-s---md-
20953,20953,44,ὡς,ὡς,c--------
20954,20954,45,ἀφανιούντων,ἀφανίζω,v-pppamg-
20955,20955,46,τὰς,ὁ,l-p---fa-
20956,20956,47,Ἀθήνας,Ἀθῆναι,n-p---fa-
20957,20957,48,",",",",u--------
20958,20958,49,ὑποστῆναι,ὑφίστημι,v--ana---
20959,20959,50,αὐτοὶ,αὐτός,a-p---mn-
20960,20960,51,Ἀθηναῖοι,Ἀθηναῖος,n-p---mn-
20961,20961,52,τολμήσαντες,τολμάω,v-papamn-
20962,20962,53,ἐνίκησαν,νικάω,v3paia---
20963,20963,54,αὐτούς,αὐτός,p-p---ma-
20964,20964,55,.,.,u--------
20965,20965,1,καὶ,καί,d--------
20966,20966,2,εὐξάμενοι,εὔχομαι,v-papmmn-
20967,20967,3,τῇ,ὅς,d--------
20968,20968,4,Ἀρτέμιδι,Ἄρτεμις,n-s---fd-
20969,20969,5,ὁπόσους,ὁπόσος,a-p---ma-
20970,20970,6,κατακάνοιεν,κατακαίνω,v3ppoa---
20971,20971,7,τῶν,ὁ,l-p---mg-
20972,20972,8,πολεμίων,πολέμιος,a-p---mg-
20973,20973,9,τοσαύτας,τοσοῦτος,a-p---fa-
20974,20974,10,χιμαίρας,χίμαιρα,n-p---fa-
20975,20975,11,καταθύσειν,καταθύω,v--fna---
20976,20976,12,τῇ,ὅς,d--------
20977,20977,13,θεῷ,θεός,n-s---md-
20978,20978,14,",",",",u--------
20979,20979,15,ἐπεὶ,ἐπεί,c--------
20980,20980,16,οὐκ,οὐ,d--------
20981,20981,17,εἶχον,ἔχω,v3piia---
20982,20982,18,ἱκανὰς,ἱκανός,a-p---fa-
20983,20983,19,εὑρεῖν,εὑρίσκω,v--ana---
20984,20984,20,",",",",u--------
20985,20985,21,ἔδοξεν,δοκέω,v3saia---
20986,20986,22,αὐτοῖς,αὐτός,p-p---md-
20987,20987,23,κατʼ,κατά,v3saia---
20988,20988,24,ἐνιαυτὸν,ἐνιαυτός,n-s---ma-
20989,20989,25,πεντακοσίας,πεντακόσιοι,a-p---fa-
20990,20990,26,θύειν,θύω2,v--pna---
20991,20991,27,",",",",u--------
20992,20992,28,καὶ,καί,d--------
20993,20993,29,ἔτι,ἔτι,d--------
20994,20994,30,νῦν,νῦν,d--------
20995,20995,31,ἀποθύουσιν,ἀποθύω,v3ppia---
20996,20996,32,.,.,u--------
20997,20997,1,ἔπειτα,ἔπειτα,d--------
20998,20998,2,ὅτε,ὅτε,c--------
20999,20999,3,Ξέρξης,Ξέρξης,n-s---mn-
21000,21000,4,ὕστερον,ὕστερον,n-s---na-
21001,21001,5,ἀγείρας,ἀγείρω,v-sapamn-
21002,21002,6,τὴν,ὁ,l-s---fa-
21003,21003,7,ἀναρίθμητον,ἀναρίθμητος,a-s---fa-
21004,21004,8,στρατιὰν,στρατιά,n-s---fa-
21005,21005,9,ἦλθεν,ἔρχομαι,v3saia---
21006,21006,10,ἐπὶ,ἐπί,r--------
21007,21007,11,τὴν,ὁ,l-s---fa-
21008,21008,12,Ἑλλάδα,Ἑλλάς,n-s---fa-
21009,21009,13,",",",",u--------
21010,21010,14,καὶ,καί,d--------
21011,21011,15,τότε,τότε,d--------
21012,21012,16,ἐνίκων,νικάω,v3piia---
21013,21013,17,οἱ,ὁ,l-p---mn-
21014,21014,18,ἡμέτεροι,ἡμέτερος,a-p---mn-
21015,21015,19,πρόγονοι,πρόγονος,n-p---mn-
21016,21016,20,τοὺς,ὁ,l-p---ma-
21017,21017,21,τούτων,οὗτος,p-p---ng-
21018,21018,22,προγόνους,πρόγονος,n-p---ma-
21019,21019,23,καὶ,καί,d--------
21020,21020,24,κατὰ,κατά,r--------
21021,21021,25,γῆν,γῆ,n-s---fa-
21022,21022,26,καὶ,καί,c--------
21023,21023,27,κατὰ,κατά,r--------
21024,21024,28,θάλατταν,θάλασσα,n-s---fa-
21025,21025,29,.,.,u--------
21026,21026,30,ὧν,ὅς2,p-p---mg-
21027,21027,31,ἔστι,εἰμί,v3spia---
21028,21028,32,μὲν,μέν,g--------
21029,21029,33,τεκμήρια,τεκμήριον,n-p---na-
21030,21030,34,ὁρᾶν,ὁράω,v--pna---
21031,21031,35,τὰ,ὁ,l-p---na-
21032,21032,36,τρόπαια,τροπαῖος,a-p---na-
21033,21033,37,",",",",u--------
21034,21034,38,μέγιστον,μέγας,a-s---na-
21035,21035,39,δὲ,δέ,g--------
21036,21036,40,μαρτύριον,μαρτύριον,n-s---na-
21037,21037,41,ἡ,ὁ,l-s---fn-
21038,21038,42,ἐλευθερία,ἐλευθερία,n-s---fn-
21039,21039,43,τῶν,ὁ,l-p---fg-
21040,21040,44,πόλεων,πόλις,n-p---fg-
21041,21041,45,ἐν,ἐν,r--------
21042,21042,46,αἷς,ὅς,p-p---fd-
21043,21043,47,ὑμεῖς,σύ,p-p----n-
21044,21044,48,ἐγένεσθε,γίγνομαι,v2paim---
21045,21045,49,καὶ,καί,d--------
21046,21046,50,ἐτράφητε,τρέφω,v2pasa---
21047,21047,51,·,·,u--------
21048,21048,52,οὐδένα,οὐδείς,p-s---ma-
21049,21049,53,γὰρ,γάρ,g--------
21050,21050,54,ἄνθρωπον,ἄνθρωπος,n-s---ma-
21051,21051,55,δεσπότην,δεσπότης,n-s---ma-
21052,21052,56,ἀλλὰ,ἀλλά,c--------
21053,21053,57,τοὺς,ὁ,l-p---ma-
21054,21054,58,θεοὺς,θεός,n-p---ma-
21055,21055,59,προσκυνεῖτε,προσκυνέω,v2ppia---
21056,21056,60,.,.,u--------
21057,21057,1,τοιούτων,τοιοῦτος,a-p---ng-
21058,21058,2,μέν,μέν,g--------
21059,21059,3,ἐστε,εἰμί,v2ppia---
21060,21060,4,προγόνων,πρόγονος,n-p---mg-
21061,21061,5,.,.,u--------
21062,21062,6,οὐ,οὐ,d--------
21063,21063,7,μὲν,μέν,g--------
21064,21064,8,δὴ,δή,g--------
21065,21065,9,τοῦτό,οὗτος,v1drie---
21066,21066,10,γε,γε,g--------
21067,21067,11,ἐρῶ,λέγω,v1sfia---
21068,21068,12,ὡς,ὡς,c--------
21069,21069,13,ὑμεῖς,ὑμεῖς,p-p---mn-
21070,21070,14,καταισχύνετε,καταισχύνω,v2ppma---
21071,21071,15,αὐτούς,αὐτός,p-p---ma-
21072,21072,16,·,·,u--------
21073,21073,17,ἀλλʼ,ἀλλά,d--------
21074,21074,18,οὐ,οὐ,d--------
21075,21075,19,πολλαὶ,πολύς,a-p---fn-
21076,21076,20,ἡμέραι,ἡμέρα,n-p---fn-
21077,21077,21,ἀφʼ,ἀπό,r--------
21078,21078,22,οὗ,οὗ,d--------
21079,21079,23,ἀντιταξάμενοι,ἀντιτάσσω,v-pppemn-
21080,21080,24,τούτοις,οὗτος,p-p---md-
21081,21081,25,τοῖς,ὁ,l-p---md-
21082,21082,26,ἐκείνων,ἐκεῖνος,p-p---mg-
21083,21083,27,ἐκγόνοις,ἔκγονος,n-p---md-
21084,21084,28,πολλαπλασίους,πολλαπλάσιος,a-p---ma-
21085,21085,29,ὑμῶν,ὑμεῖς,p2p---mg-
21086,21086,30,αὐτῶν,αὐτός,p-p---mg-
21087,21087,31,ἐνικᾶτε,νικάω,v2ppma---
21088,21088,32,σὺν,σύν,r--------
21089,21089,33,τοῖς,ὁ,l-p---md-
21090,21090,34,θεοῖς,θεός,n-p---md-
21091,21091,35,.,.,u--------
21092,21092,1,καὶ,καί,d--------
21093,21093,2,τότε,τότε,d--------
21094,21094,3,μὲν,μέν,g--------
21095,21095,4,δὴ,δή,g--------
21096,21096,5,περὶ,περί,r--------
21097,21097,6,τῆς,ὁ,l-s---fg-
21098,21098,7,Κύρου,Κῦρος,n-s---mg-
21099,21099,8,βασιλείας,βασιλεία,n-s---fg-
21100,21100,9,ἄνδρες,ἀνήρ,n-p---mn-
21101,21101,10,ἦτε,εἰμί,v2ppsa---
21102,21102,11,ἀγαθοί,ἀγαθός,a-p---mn-
21103,21103,12,·,·,u--------
21104,21104,13,νῦν,νῦν,d--------
21105,21105,14,δʼ,δέ,g--------
21106,21106,15,ὁπότε,ὁπότε,d--------
21107,21107,16,περὶ,περί,r--------
21108,21108,17,τῆς,ὁ,l-s---fg-
21109,21109,18,ὑμετέρας,ὑμέτερος,a-s---fg-
21110,21110,19,σωτηρίας,σωτηρία,n-s---fg-
21111,21111,20,ὁ,ὁ,l-s---mn-
21112,21112,21,ἀγών,ἀγών,n-s---mn-
21113,21113,22,ἐστι,εἰμί,v3spia---
21114,21114,23,",",",",u--------
21115,21115,24,πολὺ,πολύς,a-s---na-
21116,21116,25,δήπου,δήπου,a-s---fg-
21117,21117,26,ὑμᾶς,ὑμεῖς,p2p---ma-
21118,21118,27,προσήκει,προσήκω,v3spia---
21119,21119,28,καὶ,καί,d--------
21120,21120,29,ἀμείνονας,ἀμείνων,a-p---mac
21121,21121,30,καὶ,καί,d--------
21122,21122,31,προθυμοτέρους,πρόθυμος,a-p---ma-
21123,21123,32,εἶναι,εἰμί,v--pna---
21124,21124,33,.,.,u--------
21125,21125,1,ἀλλὰ,ἀλλά,d--------
21126,21126,2,μὴν,μήν,g--------
21127,21127,3,καὶ,καί,d--------
21128,21128,4,θαρραλεωτέρους,θαρσαλέος,a-p---mac
21129,21129,5,νῦν,νῦν,d--------
21130,21130,6,πρέπει,πρέπω,v3spia---
21131,21131,7,εἶναι,εἰμί,v--pna---
21132,21132,8,πρὸς,πρός,r--------
21133,21133,9,τοὺς,ὁ,l-p---ma-
21134,21134,10,πολεμίους,πολέμιος,a-p---ma-
21135,21135,11,.,.,u--------
21136,21136,12,τότε,τότε,d--------
21137,21137,13,μὲν,μέν,g--------
21138,21138,14,γὰρ,γάρ,g--------
21139,21139,15,ἄπειροι,ἄπειρος,a-p---mn-
21140,21140,16,ὄντες,εἰμί,v-pppamn-
21141,21141,17,αὐτῶν,αὐτός,p-p---mg-
21142,21142,18,τὸ,ὁ,l-s---na-
21143,21143,19,δὲ,δέ,g--------
21144,21144,20,πλῆθος,πλῆθος,n-s---na-
21145,21145,21,ἄμετρον,ἄμετρος,a-s---na-
21146,21146,22,ὁρῶντες,ὁράω,v-pppamn-
21147,21147,23,",",",",u--------
21148,21148,24,ὅμως,ὅμως,d--------
21149,21149,25,ἐτολμήσατε,τολμάω,v2paia---
21150,21150,26,σὺν,σύν,r--------
21151,21151,27,τῷ,ὁ,l-s---md-
21152,21152,28,πατρῴῳ,πατρῷος,a-s---md-
21153,21153,29,φρονήματι,φρόνημα,n-s---nd-
21154,21154,30,ἰέναι,εἶμι,v--pna---
21155,21155,31,εἰς,εἰς,r--------
21156,21156,32,αὐτούς,αὐτός,p-p---ma-
21157,21157,33,·,·,u--------
21158,21158,34,νῦν,νῦν,d--------
21159,21159,35,δὲ,δέ,g--------
21160,21160,36,ὁπότε,ὁπότε,d--------
21161,21161,37,καὶ,καί,d--------
21162,21162,38,πεῖραν,πεῖρα,n-s---fa-
21163,21163,39,ἤδη,ἤδη,d--------
21164,21164,40,ἔχετε,ἔχω,v2ppia---
21165,21165,41,αὐτῶν,αὐτός,p-p---mg-
21166,21166,42,ὅτι,ὅτι2,c--------
21167,21167,43,οὐ,οὐ,d--------
21168,21168,44,θέλουσι,ἐθέλω,v3ppia---
21169,21169,45,καὶ,καί,d--------
21170,21170,46,πολλαπλάσιοι,πολλαπλάσιος,a-p---mn-
21171,21171,47,ὄντες,εἰμί,v-pppamn-
21172,21172,48,μὴ,μή,d--------
21173,21173,49,δέχεσθαι,δέχομαι,v--pne---
21174,21174,50,ὑμᾶς,ὑμεῖς,p-p---ma-
21175,21175,51,",",",",u--------
21176,21176,52,τί,τι,d--------
21177,21177,53,ἔτι,ἔτι,d--------
21178,21178,54,ὑμῖν,ὑμεῖς,p-p---md-
21179,21179,55,προσήκει,προσήκω,v3spia---
21180,21180,56,τούτους,οὗτος,p-p---ma-
21181,21181,57,φοβεῖσθαι,φοβέω,v--pne---
21182,21182,58,;,;,u--------
21183,21183,1,μηδὲ,μηδέ,d--------
21184,21184,2,μέντοι,μέντοι,d--------
21185,21185,3,τοῦτο,οὗτος,p-s---na-
21186,21186,4,μεῖον,μείων,a-s---nac
21187,21187,5,δόξητε,δοκέω,v2pasa---
21188,21188,6,ἔχειν,ἔχω,v--pna---
21189,21189,7,ὅτι,ὅτι2,c--------
21190,21190,8,οἱ,ὁ,l-p---mn-
21191,21191,9,Κύρειοι,Κύρειος,n-p---mn-
21192,21192,10,πρόσθεν,πρόσθεν,d--------
21193,21193,11,σὺν,σύν,r--------
21194,21194,12,ἡμῖν,ἡμεῖς,p-p---md-
21195,21195,13,ταττόμενοι,τάσσω,v-pppemn-
21196,21196,14,νῦν,νῦν,d--------
21197,21197,15,ἀφεστήκασιν,ἀφίστημι,v3pria---
21198,21198,16,.,.,u--------
21199,21199,17,ἔτι,ἔτι,d--------
21200,21200,18,γὰρ,γάρ,g--------
21201,21201,19,οὗτοι,οὗτος,p-p---mn-
21202,21202,20,κακίονές,κακός,a-p---mn-
21203,21203,21,εἰσι,εἰμί,v3ppia---
21204,21204,22,τῶν,ὁ,l-p---fg-
21205,21205,23,ὑφʼ,ὑπό,r--------
21206,21206,24,ἡμῶν,ἐγώ,p1p---mg-
21207,21207,25,ἡττημένων,ἡσσάομαι,v-pppemg-
21208,21208,26,·,·,u--------
21209,21209,27,ἔφυγον,φεύγω,v3paia---
21210,21210,28,γοῦν,γοῦν,g--------
21211,21211,29,πρὸς,πρός,r--------
21212,21212,30,ἐκείνους,ἐκεῖνος,p-p---ma-
21213,21213,31,καταλιπόντες,καταλείπω,v-papamn-
21214,21214,32,ἡμᾶς,ἐγώ,p1p---ma-
21215,21215,33,.,.,u--------
21216,21216,34,τοὺς,ὅς,p-p---ma-
21217,21217,35,δʼ,δέ,g--------
21218,21218,36,ἐθέλοντας,ἐθέλω,v-pppama-
21219,21219,37,φυγῆς,φυγή,n-s---fg-
21220,21220,38,ἄρχειν,ἄρχω,v--pna---
21221,21221,39,πολὺ,πολύς,a-s---na-
21222,21222,40,κρεῖττον,κρείσσων,a-s---nnc
21223,21223,41,σὺν,σύν,r--------
21224,21224,42,τοῖς,ὁ,l-p---md-
21225,21225,43,πολεμίοις,πολέμιος,a-p---md-
21226,21226,44,ταττομένους,τάσσω,v-pppema-
21227,21227,45,ἢ,τίη,d--------
21228,21228,46,ἐν,ἐν,r--------
21229,21229,47,τῇ,ὁ,l-s---fd-
21230,21230,48,ἡμετέρᾳ,ἡμέτερος,a-s---fd-
21231,21231,49,τάξει,τάξις,n-s---fd-
21232,21232,50,ὁρᾶν,ὁράω,v--pna---
21233,21233,51,.,.,u--------
21234,21234,1,εἰ,εἰ,c--------
21235,21235,2,δέ,δέ,g--------
21236,21236,3,τις,τις,p-s---mn-
21237,21237,4,ὑμῶν,ὑμός,p-p---mg-
21238,21238,5,ἀθυμεῖ,ἀθυμέω,v3spia---
21239,21239,6,ὅτι,ὅτι2,c--------
21240,21240,7,ἡμῖν,ἡμεῖς,p-p---md-
21241,21241,8,μὲν,μέν,g--------
21242,21242,9,οὐκ,οὐ,d--------
21243,21243,10,εἰσὶν,εἰμί,v3ppia---
21244,21244,11,ἱππεῖς,ἱππεύς,n-p---ma-
21245,21245,12,",",",",u--------
21246,21246,13,τοῖς,ὁ,l-p---md-
21247,21247,14,δὲ,δέ,g--------
21248,21248,15,πολεμίοις,πολέμιος,a-p---md-
21249,21249,16,πολλοὶ,πολύς,a-p---mn-
21250,21250,17,πάρεισιν,πάρειμι,v3ppia---
21251,21251,18,",",",",u--------
21252,21252,19,ἐνθυμήθητε,ἐνθυμέομαι,v2paie---
21253,21253,20,ὅτι,ὅτι2,c--------
21254,21254,21,οἱ,ὁ,l-p---mn-
21255,21255,22,μύριοι,μύριοι,n-p---mn-
21256,21256,23,ἱππεῖς,ἱππεύς,n-p---ma-
21257,21257,24,οὐδὲν,οὐδείς,p-s---na-
21258,21258,25,ἄλλο,ἄλλος,a-s---na-
21259,21259,26,ἢ,τίη,d--------
21260,21260,27,μύριοί,μύριοι,a-p---mn-
21261,21261,28,εἰσιν,εἰμί,v3ppia---
21262,21262,29,ἄνθρωποι,ἄνθρωπος,n-p---mn-
21263,21263,30,·,·,u--------
21264,21264,31,ὑπὸ,ὑπό,r--------
21265,21265,32,μὲν,μέν,g--------
21266,21266,33,γὰρ,γάρ,g--------
21267,21267,34,ἵππου,ἵππος,n-s---mg-
21268,21268,35,ἐν,ἐν,r--------
21269,21269,36,μάχῃ,μάχη,n-s---fd-
21270,21270,37,οὐδεὶς,οὐδείς,p-s---mn-
21271,21271,38,πώποτε,πώποτε,d--------
21272,21272,39,οὔτε,οὔτε,d--------
21273,21273,40,δηχθεὶς,δάκνω,v-sappmn-
21274,21274,41,οὔτε,οὔτε,c--------
21275,21275,42,λακτισθεὶς,λακτίζω,v-sappmn-
21276,21276,43,ἀπέθανεν,ἀποθνῄσκω,v3saia---
21277,21277,44,",",",",u--------
21278,21278,45,οἱ,ὁ,l-p---mn-
21279,21279,46,δὲ,δέ,g--------
21280,21280,47,ἄνδρες,ἀνήρ,n-p---mn-
21281,21281,48,εἰσὶν,εἰμί,v3ppia---
21282,21282,49,οἱ,ὁ,l-p---mn-
21283,21283,50,ποιοῦντες,ποιέω,v-pppamn-
21284,21284,51,ὅ,ὅς,p-s---na-
21285,21285,52,τι,τι,d--------
21286,21286,53,ἂν,ἄν,g--------
21287,21287,54,ἐν,ἐν,r--------
21288,21288,55,ταῖς,ὁ,l-p---fd-
21289,21289,56,μάχαις,μάχη,n-p---fd-
21290,21290,57,γίγνηται,γίγνομαι,v3spse---
21291,21291,58,.,.,u--------
21292,21292,1,οὐκοῦν,οὔκουν,d--------
21293,21293,2,τῶν,ὁ,l-p---mg-
21294,21294,3,ἱππέων,ἱππεύς,n-p---mg-
21295,21295,4,πολὺ,πολύς,a-s---na-
21296,21296,5,ἡμεῖς,ἡμεῖς,p-p---mn-
21297,21297,6,ἐπʼ,ἐπί,r--------
21298,21298,7,ἀσφαλεστέρου,ἀσφαλής,a-s---mg-
21299,21299,8,ὀχήματός,ὄχημα,n-s---ng-
21300,21300,9,ἐσμεν,εἰμί,v1ppia---
21301,21301,10,·,·,u--------
21302,21302,11,οἱ,ὁ,p-p---mn-
21303,21303,12,μὲν,μέν,g--------
21304,21304,13,γὰρ,γάρ,g--------
21305,21305,14,ἐφʼ,ἐπί,r--------
21306,21306,15,ἵππων,ἵππος,n-p---mg-
21307,21307,16,κρέμανται,κρεμάννυμι,v3ppie---
21308,21308,17,φοβούμενοι,φοβέω,v-pppemn-
21309,21309,18,οὐχ,οὐ,d--------
21310,21310,19,ἡμᾶς,ἐγώ,p1p---ma-
21311,21311,20,μόνον,μόνος,a-s---na-
21312,21312,21,ἀλλὰ,ἀλλά,c--------
21313,21313,22,καὶ,καί,d--------
21314,21314,23,τὸ,ὅς,p-s---na-
21315,21315,24,καταπεσεῖν,καταπίπτω,v--ana---
21316,21316,25,·,·,u--------
21317,21317,26,ἡμεῖς,ἐγώ,p1p---mn-
21318,21318,27,δʼ,δέ,g--------
21319,21319,28,ἐπὶ,ἐπί,r--------
21320,21320,29,γῆς,γῆ,n-s---fg-
21321,21321,30,βεβηκότες,βαίνω,v-prpamn-
21322,21322,31,πολὺ,πολύς,a-s---na-
21323,21323,32,μὲν,μέν,g--------
21324,21324,33,ἰσχυρότερον,ἰσχυρός,a-s---nac
21325,21325,34,παίσομεν,παίζω,v1pfia---
21326,21326,35,",",",",u--------
21327,21327,36,ἤν,ἐάν,c--------
21328,21328,37,τις,τις,p-s---mn-
21329,21329,38,προσίῃ,πρόσειμι,n-s---fd-
21330,21330,39,",",",",u--------
21331,21331,40,πολὺ,πολύς,a-s---na-
21332,21332,41,δὲ,δέ,g--------
21333,21333,42,μᾶλλον,μᾶλλον,d--------
21334,21334,43,ὅτου,ὅστις,p-s---ng-
21335,21335,44,ἂν,ἄν,g--------
21336,21336,45,βουλώμεθα,βούλομαι,v1ppse---
21337,21337,46,τευξόμεθα,τυγχάνω,v1ppie---
21338,21338,47,.,.,u--------
21339,21339,48,ἑνὶ,εἷς,n-s---md-
21340,21340,49,δὲ,δέ,g--------
21341,21341,50,μόνῳ,μόνος,a-s---md-
21342,21342,51,προέχουσιν,προέχω,v3ppia---
21343,21343,52,οἱ,ὁ,l-p---mn-
21344,21344,53,ἱππεῖς,ἱππεύς,n-p---mn-
21345,21345,54,ἡμᾶς,ἐγώ,p1p---ma-
21346,21346,55,·,·,u--------
21347,21347,56,φεύγειν,φεύγω,v--pna---
21348,21348,57,αὐτοῖς,αὐτός,p-p---md-
21349,21349,58,ἀσφαλέστερόν,ἀσφαλής,a-s---nnc
21350,21350,59,ἐστιν,εἰμί,v3spia---
21351,21351,60,ἢ,ἤ,c--------
21352,21352,61,ἡμῖν,ἡμεῖς,p-p---md-
21353,21353,62,.,.,u--------
21354,21354,1,εἰ,εἰ,c--------
21355,21355,2,δὲ,δέ,g--------
21356,21356,3,δὴ,δή,g--------
21357,21357,4,τὰς,ὁ,l-p---fa-
21358,21358,5,μὲν,μέν,g--------
21359,21359,6,μάχας,μάχη,n-p---fa-
21360,21360,7,θαρρεῖτε,θαρσέω,v2ppia---
21361,21361,8,",",",",u--------
21362,21362,9,ὅτι,ὅτι2,c--------
21363,21363,10,δὲ,δέ,g--------
21364,21364,11,οὐκέτι,οὐκέτι,d--------
21365,21365,12,ὑμῖν,ὑμεῖς,p-p---md-
21366,21366,13,Τισσαφέρνης,Τισσαφέρνης,n-s---mn-
21367,21367,14,ἡγήσεται,ἡγέομαι,v3sfim---
21368,21368,15,οὐδὲ,οὐδέ,c--------
21369,21369,16,βασιλεὺς,βασιλεύς,n-s---mn-
21370,21370,17,ἀγορὰν,ἀγορά,n-s---fa-
21371,21371,18,παρέξει,παρέχω,v2sfim---
21372,21372,19,",",",",u--------
21373,21373,20,τοῦτο,οὗτος,p-s---na-
21374,21374,21,ἄχθεσθε,ἄχθομαι,v2ppme---
21375,21375,22,",",",",u--------
21376,21376,23,σκέψασθε,σκέπτομαι,v2pame---
21377,21377,24,πότερον,πότερος,a-s---na-
21378,21378,25,κρεῖττον,κρείσσων,n-s---na-
21379,21379,26,Τισσαφέρνην,Τισσαφέρνης,n-s---fa-
21380,21380,27,ἡγεμόνα,ἡγεμών,n-s---ma-
21381,21381,28,ἔχειν,ἔχω,v--pna---
21382,21382,29,",",",",u--------
21383,21383,30,ὃς,ὅς,p-s---mn-
21384,21384,31,ἐπιβουλεύων,ἐπιβουλεύω,v-sppamn-
21385,21385,32,ἡμῖν,ἡμεῖς,p-p---md-
21386,21386,33,φανερός,φανερός,a-s---mn-
21387,21387,34,ἐστιν,εἰμί,v3spia---
21388,21388,35,",",",",u--------
21389,21389,36,ἢ,ἤ,c--------
21390,21390,37,οὓς,ὅς2,p-p---ma-
21391,21391,38,ἂν,ἄν,g--------
21392,21392,39,ἡμεῖς,ἡμεῖς,p-p---mn-
21393,21393,40,ἄνδρας,ἀνήρ,n-p---ma-
21394,21394,41,λαβόντες,λαμβάνω,v-papamn-
