,line,token,lemma
0,0,ἐκαλλωπίζοντο,
1,1,ἀρθέντʼ,ἀραρίσκω
2,2,Φύτιον,
3,3,ἁλμυροῦ,ἁλμυρός
4,4,#,
5,5,κοκκύμηλά,
6,6,<καὶ>,
7,8,ἀρθέντʼ,ἀραρίσκω
8,9,ἰχθύδι᾽,
9,10,ἀναρίθμους,
10,11,λεπτοψαμάθων,λεπτοψάμαθος
