,Unnamed: 0,n,token,lemma,pos
0,0,1,σʼ,σύ,a-s---ma-
1,1,2,ἀρθέντʼ,αἴρω,a-s---ma-
2,2,3,Φύτιον,,n-s---mn-
3,3,4,ἁλμυροῦ,ἁλμυρός,v3saoa---
4,4,5,τʼ,τε,d--------
5,5,1,κοκκύμηλά,,n-s---mn-
6,6,2,<καὶ>,,a-s---ma-
7,7,3,ἐκαλλωπίζοντο,,n-s---mn-
8,8,4,ἀρθέντʼ,αἴρω,a-s---ma-
9,9,1,ἰχθύδι᾽,,a-s---ma-
10,10,2,ἀναρίθμους,,n-s---mn-
11,11,3,λεπτοψαμάθων,,n-s---mn-
12,12,1,Νείλου,Νεῖλος,n-s---mg-
