,line,token,lemma
0,1,Ἀναβάσεως,ἀνάβασις
1,2,Α,ΑΒΓ
2,5,Παρυσάτιδος,Παρύσατις
3,20,ἠσθένει,ἀσθενέω
4,29,τὼ,ὁ
5,69,Τισσαφέρνην,Τισσαφέρνης
6,84,Ξενίαν,Ξενίας
7,98,Τισσαφέρνης,Τισσαφέρνης
8,116,ἀποκτενῶν,ἀποκτείνω
9,155,Παρύσατις,Παρύσατις
10,164,φιλοῦσα,φιλέω
11,182,διατιθεὶς,διατίθημι
12,194,παρʼ,παρά
13,197,βαρβάρων,βάρβαρος
14,231,ὁπόσας,ὁπόσος
15,243,Πελοποννησίους,Πελοποννήσιος
16,270,ἀφειστήκεσαν,ἀφίστημι
17,365,ᾐσθάνετο,αἰσθάνομαι
18,378,οὐδὲν,οὐδείς
19,389,γιγνομένους,γίγνομαι
20,396,Τισσαφέρνους,Τισσαφέρνης
21,408,κατʼ,κατά
22,409,ἀντιπέρας,ἀντιπέρα
23,410,Ἀβύδου,Ἄβυδος
24,417,φυγὰς,φυγάς
25,450,Θρᾳξὶ,Θρᾷξ
26,473,ἑκοῦσαι,ἑκών
27,511,τριῶν,τρεῖς
28,517,περιγενόμενος,περιγίγνομαι
29,530,ἓξ,ἕξ
30,556,τρεφόμενον,τρέφω
31,574,Πισίδας,Πισίδαι
32,575,βουλόμενος,βούλομαι
33,582,Πισιδῶν,Πισίδαι
34,610,Τισσαφέρνει,Τισσαφέρνης
35,615,Μιλησίων,Μιλήσιος
36,635,Πισίδας,Πισίδαι
37,636,βουλόμενος,βούλομαι
38,702,ἱκανοὶ,ἱκανός
39,758,Ξενίας,Ξενίας
40,773,Πρόξενος,Πρόξενος
41,791,Στυμφάλιος,Στυμφάλιος
42,796,Σωκράτης,Σωκράτης
43,815,πελταστὰς,πελταστής
44,838,Τισσαφέρνης,Τισσαφέρνης
45,850,Πισίδας,Πισίδαι
46,871,Τισσαφέρνους,Τισσαφέρνης
47,893,τρεῖς,τρέω
48,894,παρασάγγας,παρασάγγης
49,895,εἴκοσι,εἴκοσι
50,921,ἕνα,ἕνος
51,922,παρασάγγας,παρασάγγης
52,923,ὀκτὼ,ὀκτώ
53,928,οἰκουμένην,οἰκέω
54,937,ἑπτά,ἑπτά
55,955,Ὀλυνθίους,Ὀλύνθιος
56,960,τρεῖς,τρέω
57,961,παρασάγγας,παρασάγγης
58,962,εἴκοσιν,εἴκοσι
59,973,εὐδαίμονα,εὐδαίμων
60,980,παράδεισος,παράδεισος
61,992,ὁπότε,ὁπότε
62,1025,Κελαινῶν,Κελαιναί
63,1066,εἴκοσι,εἴκοσι
64,1068,πέντε,πέντε
65,1075,Μαρσύαν,Μαρσύας
66,1108,ἡττηθεὶς,ἡσσάομαι
67,1115,ταῦτά,οὗτος
68,1128,τριάκοντα,τριάκοντα
69,1135,φυγὰς,φυγάς
70,1151,Σῶσις,Σῶσις
71,1161,Ἀρκάδας,Ἀρκάς
72,1198,παρασάγγας,παρασάγγης
73,1199,δέκα,δέκα
74,1209,τρεῖς,τρέω
75,1217,Λύκαια,Λύκαια
76,1241,παρασάγγας,παρασάγγης
77,1242,δώδεκα,δυώδεκα
78,1250,ἐσχάτην,ἔσχατος
79,1259,τρεῖς,τρέω
80,1260,παρασάγγας,παρασάγγης
81,1261,τριάκοντα,τριάκοντα
82,1272,πέντε,πέντε
83,1277,ὠφείλετο,ὀφείλω
84,1281,τριῶν,τρεῖς
85,1317,Συεννέσιος,Συέννεσις
86,1346,Κίλισσα,Κίλιξ
87,1354,Ἀσπενδίους,Ἀσπένδιος
88,1362,Κιλίσσῃ,Κίλιξ
89,1369,παρασάγγας,παρασάγγης
90,1370,δέκα,δέκα
91,1390,ἐφʼ,ἐπί
92,1405,παρασάγγας,παρασάγγης
93,1406,δέκα,δέκα
94,1416,τρεῖς,τρέω
95,1422,Κίλισσα,Κίλιξ
96,1429,βουλόμενος,βούλομαι
97,1441,βαρβάρων,βάρβαρος
98,1473,Μένων,Μένων
99,1501,βαρβάρους,βάρβαρος
100,1523,Κίλισσα,Κίλιξ
101,1524,ἐφʼ,ἐπί
102,1540,ἐκκεκαλυμμένας,ἐκκαλύπτω
103,1558,ἑρμηνέα,ἑρμηνεύς
104,1610,βαρβάρων,βάρβαρος
105,1617,Κίλισσα,Κίλιξ
106,1629,ὤνια,ὤνιος
107,1644,Κίλισσα,Κίλιξ
108,1664,βαρβάρους,βάρβαρος
109,1671,τρεῖς,τρέω
110,1672,παρασάγγας,παρασάγγης
111,1673,εἴκοσιν,εἴκοσι
112,1680,ἐσχάτην,ἔσχατος
113,1684,τρεῖς,τρέω
114,1694,παρασάγγας,παρασάγγης
115,1695,τριάκοντα,
116,1711,Κίλισσαν,Κίλιξ
117,1725,Μένων,Μένων
118,1739,τέτταρας,τέσσαρες
119,1740,παρασάγγας,παρασάγγης
120,1741,εἴκοσι,εἴκοσι
121,1743,πέντε,πέντε
122,1752,εὐδαίμονα,εὐδαίμων
123,1757,τρεῖς,τρέω
124,1775,δυνάστην,δυνάστης
125,1777,αἰτιασάμενος,αἰτιάομαι
126,1813,φυλάττων,φυλάσσω
127,1847,εἴσω,εἴσω
128,1860,Ταμὼν,Ταμώς
129,1863,Λακεδαιμονίων,Λακεδαιμόνιος
130,1875,οὐδενὸς,οὐδείς
131,1903,ἀμπέλων,ἄμπελος
132,1910,μελίνην,
133,1940,τέτταρας,τέσσαρες
134,1941,παρασάγγας,παρασάγγης
135,1942,πέντε,πέντε
136,1944,εἴκοσιν,εἴκοσι
137,1946,Ταρσούς,Ταρσός
138,1958,Συεννέσιος,Συέννεσις
139,1971,Κύδνος,Κύδνος
140,1985,Συεννέσιος,Συέννεσις
141,2015,Συεννέσιος,Συέννεσις
142,2057,δυναμένους,δύναμαι
143,2073,ἑκατὸν,ἑκατόν
144,2123,κρείττονι,κρείσσων
145,2148,συνεγένοντο,συγγίγνομαι
146,2169,τίμια,τίμιος
147,2179,ἀκινάκην,ἀκινάκης
148,2180,χρυσοῦν,χρύσεος
149,2194,ἀνδράποδα,ἀνδράποδον
150,2210,εἴκοσιν,εἴκοσι
151,2251,ὑποζύγια,ὑποζύγιον
152,2256,ἄρξαιντο,ἄρχω
153,2315,ἐμοὶ,ἐγώ
154,2321,με,ἐγώ
155,2328,ἄλλα,ἄλλος
156,2336,ἐγὼ,ἐγώ
157,2343,ἐμοὶ,ἐγώ
158,2349,ὑμᾶς,ὑμεῖς
159,2350,ἐδαπάνων,δαπανάω
160,2373,βουλομένους,βούλομαι
161,2387,ὑμᾶς,ὑμεῖς
162,2405,ὑμεῖς,ὑμεῖς
163,2412,μοι,ἐγώ
164,2414,ὑμᾶς,ὑμεῖς
165,2423,ψευσάμενον,ψεύδω
166,2439,ὑμᾶς,ὑμεῖς
167,2442,ὑμῖν,ὑμεῖς
168,2444,τι,τις
169,2452,οὐδεὶς,οὐδείς
170,2454,ἐγὼ,ἐγώ
171,2459,βαρβάρους,βάρβαρος
172,2466,βαρβάρων,βάρβαρος
173,2470,ἀλλʼ,ἀλλά
174,2472,ὑμεῖς,ὑμεῖς
175,2473,ἐμοὶ,ἐγώ
176,2478,ἐγὼ,ἐγώ
177,2480,ὑμῖν,ὑμεῖς
178,2484,τι,τις
179,2491,ὑμᾶς,ὑμεῖς
180,2492,ἐμοὶ,ἐγώ
181,2526,οὔτʼ,οὔτε
182,2538,ὑμεῖς,ὑμεῖς
183,2553,ἐκείνου,ἐκεῖνος
184,2569,Ξενίου,ξένιος
185,2613,καταστησομένων,καθίστημι
186,2635,θʼ,σύ
187,2644,ἄλλων,ἄλλος
188,2646,βουλόμενον,βούλομαι
189,2672,ἡμεῖς,ἡμεῖς
190,2680,συνεπόμεθα,συνέπομαι
191,2686,ἡμῖν,ἡμεῖς
192,2690,μέντοι,μέντοι
193,2694,ἡμῶν,ἡμεῖς
194,2710,σύνοιδα,σύνοιδα
195,2721,με,ἐγώ
196,2723,ἐπιθῇ,ἐπιθέω
197,2730,ἐμοὶ,ἐγώ
198,2758,μοι,ἐγώ
199,2830,πόρρω,πρόσω
200,2832,μοι,ἐγώ
201,2834,καθῆσθαι,κάθημαι
202,2840,τι,τις
203,2871,ἐπιδεικνύντες,ἐπιδείκνυμι
204,2885,εἷς,εἷς
205,2889,προσποιούμενος,προσποιέω
206,2900,ἄλλους,ἄλλος
207,2912,ἐπιτήδειʼ,ἐπιτήδειος
208,2914,ʽἡ,
209,2916,ἀγορὰ,ἀγορά
210,2921,στρατεύματἰ,
211,2937,διδῷ,δίδωμι
212,2954,διδῷ,δίδωμι
213,2963,προκαταληψομένους,προκαταλαμβάνω
214,2970,μήτε,μήτε
215,2972,μήτε,μήτε
216,3000,ἐμὲ,ἐγώ
217,3004,μηδεὶς,μηδείς
218,3011,διʼ,διά
219,3013,ἐμοὶ,ἐγώ
220,3031,εἰδῆτε,οἶδα
221,3068,εὔηθες,εὐήθης
222,3075,λυμαινόμεθα,
223,3088,διδῷ,δίδωμι
224,3095,ἡμῖν,ἡμεῖς
225,3100,ἐγὼ,ἐγώ
226,3102,ὀκνοίην,ὀκνέω
227,3110,ἡμῖν,ἡμεῖς
228,3117,καταδύσῃ,καταδύω
229,3126,ἕπεσθαι,ἕπομαι
230,3129,ἡμᾶς,ἡμεῖς
231,3139,ἄκοντος,ἄκων
232,3151,ἀλλʼ,ἀλλά
233,3152,ἐγώ,ἐγώ
234,3161,μοι,ἐγώ
235,3170,ἐρωτᾶν,ἐρωτάω
236,3174,ἡμῖν,ἡμεῖς
237,3184,οἵᾳπερ,οἷος
238,3191,ἕπεσθαι,ἕπομαι
239,3230,ἑπόμενοι,ἕπομαι
240,3236,ἑποίμεθα,ἕπομαι
241,3244,τι,τις
242,3318,ἡμεῖς,ἡμεῖς
243,3346,ἕπεσθαι,ἕπομαι
244,3365,τρία,τρεῖς
245,3366,ἡμιδαρεικὰ,ἡμιδαρεικόν
246,3380,οὐδεὶς,οὐδείς
247,3390,παρασάγγας,παρασάγγης
248,3391,δέκα,δέκα
249,3401,τρία,τρεῖς
250,3407,ἕνα,ἕνος
251,3408,παρασάγγας,παρασάγγης
252,3409,πέντε,πέντε
253,3425,παρασάγγας,παρασάγγης
254,3426,πεντεκαίδεκα,πεντεκαίδεκα
255,3428,Ἰσσούς,Ἰσσός
256,3441,εὐδαίμονα,εὐδαίμων
257,3446,τρεῖς,τρέω
258,3455,τριάκοντα,τριάκοντα
259,3457,πέντε,πέντε
260,3459,ἐπʼ,ἐπί
261,3465,ἡγεῖτο,ἡγέομαι
262,3514,ἐστρατήγει,στρατηγέω
263,3531,Ἀβροκόμα,Ἀβροκόμας
264,3548,ἕνα,ἕνος
265,3549,παρασάγγας,παρασάγγης
266,3550,πέντε,πέντε
267,3597,Κάρσος,Κάρσος
268,3601,πλέθρου,πλέθρον
269,3611,τρεῖς,τρέω
270,3630,καθήκοντα,καθήκω
271,3632,ὕπερθεν,ὕπερθεν
272,3665,βιασόμενος,βιάζω
273,3693,ἀλλʼ,ἀλλά
274,3713,τριάκοντα,τριάκοντα
275,3722,ἕνα,ἕνος
276,3723,παρασάγγας,παρασάγγης
277,3724,πέντε,πέντε
278,3750,ἑπτά,ἑπτά
279,3786,ἀπιόντας,
280,3828,ἁλώσοιντο,ἁλίσκομαι
281,3839,Ξενίας,Ξενίας
282,3843,ἀλλʼ,ἀλλά
283,3846,μέντοι,μέντοι
284,3847,ἐπιστάσθων,ἐφίστημι
285,3870,μὰ,μά
286,3872,θεοὺς,θεός
287,3880,οὐδεὶς,οὐδείς
288,3882,ἐγὼ,ἐγώ
289,3906,ἴτωσαν,εἶμι
290,3913,ἡμᾶς,ἡμεῖς
291,3915,ἡμεῖς,ἡμεῖς
292,3919,καίτοι,καίτοι
293,3928,Τράλλεσι,Τράλλεις
294,3931,ἀλλʼ,ἀλλά
295,3934,στερήσονται,στερέω
296,3937,ἀπολήψονται,ἀπολαμβάνω
297,3942,ἐμὲ,ἐγώ
298,3978,τέτταρας,τέσσαρες
299,3979,παρασάγγας,παρασάγγης
300,3980,εἴκοσιν,εἴκοσι
301,3989,πλέθρου,πλέθρον
302,3996,πραέων,πρᾶος
303,4001,θεοὺς,θεός
304,4018,Παρυσάτιδος,Παρύσατις
305,4028,παρασάγγας,παρασάγγης
306,4029,τριάκοντα,τριάκοντα
307,4040,πλέθρου,πλέθρον
308,4052,παράδεισος,παράδεισος
309,4076,τρεῖς,τρέω
310,4077,παρασάγγας,παρασάγγης
311,4078,πεντεκαίδεκα,πεντεκαίδεκα
312,4097,Θάψακος,Θάψακος
313,4103,πέντε,πέντε
314,4116,ἔσοιτο,εἰμί
315,4132,ἕπεσθαι,ἕπομαι
316,4166,διδῷ,δίδωμι
317,4173,ἀναβᾶσι,ἀναβαίνω
318,4212,ἥκωσι,ἥκω
319,4236,Μένων,Μένων
320,4242,ποιήσουσιν,ποιέω
321,4267,μοι,ἐγώ
322,4290,ἕπεσθαι,ἕπομαι
323,4296,ἐγὼ,ἐγώ
324,4299,ὑμᾶς,ὑμεῖς
325,4309,τι,τις
326,4313,ἀποκρινοῦνται,ἀποκρίνω
327,4319,ψηφίσωνται,ψηφίζω
328,4320,ἕπεσθαι,ἕπομαι
329,4322,ὑμεῖς,ὑμεῖς
330,4334,ὑμῖν,ὑμεῖς
331,4350,ἀποψηφίσωνται,ἀποψηφίζομαι
332,4375,οὗτινος,ὅστις
333,4377,δέησθε,δέω
334,4382,τεύξεσθε,τεύχω
335,4407,Γλοῦν,Γλοῦς
336,4410,ἐγὼ,ἐγώ
337,4417,ὑμᾶς,ὑμεῖς
338,4423,ὑμεῖς,ὑμεῖς
339,4424,ἐμὲ,ἐγώ
340,4426,ἐμοὶ,ἐγώ
341,4431,με,ἐγώ
342,4474,οὐδεὶς,οὐδείς
343,4505,προϊὼν,πρόειμι
344,4524,βασιλεύσοντι,βασιλεύω
345,4533,παρασάγγας,παρασάγγης
346,4545,κῶμαι,κώμη
347,4547,μεσταὶ,μεστός
348,4555,τρεῖς,τρέω
349,4573,παρασάγγας,παρασάγγης
350,4574,τριάκοντα,τριάκοντα
351,4576,πέντε,πέντε
352,4591,θάλαττα,θάλασσα
353,4593,ἀψινθίου,ἀψίνθιον
354,4595,πλῆρες,πλήρης
355,4609,εὐώδη,εὐώδης
356,4613,δένδρον,δένδρον
357,4623,ὄνοι,ὄνος
358,4628,στρουθοὶ,στρουθός
359,4689,διαδεχόμενοι,διαδέχομαι
360,4695,ἁλισκομένων,ἁλίσκομαι
361,4701,ἁπαλώτερα,ἁπαλός
362,4704,στρουθὸν,στρουθός
363,4706,οὐδεὶς,οὐδείς
364,4729,πτέρυξιν,πτέρυξ
365,4742,ἀνιστῇ,ἀνίστημι
366,4750,πέρδικες,πέρδιξ
367,4757,κρέα,κρέας
368,4759,ἥδιστα,ἡδύς
369,4781,ἐρήμη,ἐρῆμος
370,4795,Μάσκα,Μάσκας
371,4801,τρεῖς,τρέω
372,4809,τρισκαίδεκα,τρεισκαίδεκα
373,4810,παρασάγγας,παρασάγγης
374,4811,ἐνενήκοντα,ἐνενήκοντα
375,4830,ὑποζυγίων,ὑποζύγιον
376,4831,ἀπώλετο,ἀπόλλυμι
377,4841,οὐδὲν,οὐδείς
378,4845,ψιλὴ,ψιλός
379,4880,πρίασθαι,πρίασθαι
380,4898,ἀλφίτων,ἄλφιτον
381,4899,τεττάρων,τέσσαρες
382,4900,σίγλων,σίγλος
383,4906,ἑπτὰ,ἑπτά
384,4910,Ἀττικούς,Ἀττικός
385,4914,καπίθη,καπίθη
386,4934,μακροὺς,μακρός
387,4937,ὁπότε,ὁπότε
388,4966,εὐδαιμονεστάτοις,εὐδαίμων
389,4978,ἁμάξας,ἄμαξα
390,4998,ἁμάξας,ἄμαξα
391,5003,τι,τις
392,5012,πορφυροῦς,πορφύρεος
393,5013,κάνδυς,κάνδυς
394,5022,δράμοι,τρέχω
395,5046,στρεπτοὺς,στρεπτός
396,5063,πηλὸν,πηλός
397,5073,ἁμάξας,ἄμαξα
398,5097,ἐκαθέζετο,καθέζομαι
399,5106,ἀπαρασκευαστοτέρῳ,ἀπαρασκεύαστος
400,5157,ποιοῖτο,ποιέω
401,5176,Χαρμάνδη,Χαρμάνδη
402,5195,χόρτου,χόρτος
403,5196,κούφου,κοῦφος
404,5322,προσήλαυνε,προσελαύνω
405,5385,θέντας,τίθημι
406,5403,τετταράκοντα,τεσσαράκοντα
407,5440,ʽἔτυχε,
408,5447,ἑπομένη,ἕπομαι
409,5449,ὁπλιτῶν̓,
410,5525,Κλέαρχε,Κλέαρχος
411,5527,Πρόξενε,Πρόξενος
412,5537,ὅ,ὁ
413,5543,τινα,τις
414,5546,συνάψετε,συνάπτω
415,5550,τῇδε,ὅδε
416,5555,κατακεκόψεσθαι,κατακόπτω
417,5557,ὑμᾶς,ὑμεῖς
418,5566,ἡμετέρων,ἡμέτερος
419,5574,ἡμῖν,ἡμεῖς
420,5581,ἀκούσας,
421,5604,κόπρος,κόπρος
422,5630,Πέρσης,Πέρση
423,5635,προσήκων,προσήκω
424,5730,ἥξοι,ἥκω
425,5735,δύνηται,δύναμαι
426,5745,φίλιον,φίλιος
427,5784,Ὀρόνταν,Ὀρόντης
428,5798,ἑπτά,ἑπτά
429,5832,εἴσω,εἴσω
430,5859,Ὀρόντα,Ὀρόντης
431,5877,ὑμᾶς,ὑμεῖς
432,5900,Ὀρόντα,Ὀρόντης
433,5901,τουτουί,οὗτος
434,5908,ἐμὸς,ἐμός
435,5913,ἐμοί,ἐγώ
436,5929,ἐμοὶ,ἐγώ
437,5937,ἐγὼ,ἐγώ
438,5939,προσπολεμῶν,προσπολεμέω
439,5946,ἐμὲ,ἐγώ
440,5961,Ὀρόντα,Ὀρόντης
441,5965,τι,τις
442,5966,σε,σύ
443,5984,σὺ,σύ
444,5987,οὐδὲν,οὐδείς
445,5995,ἐποίεις,ποιέω
446,5997,ἐμὴν,ἐμός
447,6000,τι,τις
448,6001,ἐδύνω,δύναμαι
449,6012,ὁπότʼ,ὁπότε
450,6026,τέ,σύ
451,6027,σοι,σύ
452,6031,ἐμὲ,ἐγώ
453,6035,μοι,ἐγώ
454,6038,παρʼ,παρά
455,6039,ἐμοῦ,ἐγώ
456,6042,ταῦθʼ,οὗτος
457,6055,ἐμοῦ,ἐγώ
458,6060,μοι,ἐγώ
459,6062,γέγονας,γίγνομαι
460,6067,Ὀρόντα,Ὀρόντης
461,6069,οὐδὲν,οὐδείς
462,6077,ὁμολογεῖς,ὁμολογέω
463,6080,ἐμὲ,ἐγώ
464,6107,ἐμοὶ,ἐγώ
465,6124,σοί,σός
466,6125,γʼ,γε
467,6151,σὺ,σύ
468,6157,ἀπόφηναι,ἀποφαίνω
469,6160,τι,τις
470,6170,ἐγὼ,ἐγώ
471,6188,ἡμῖν,ἡμεῖς
472,6196,ἐθελοντὰς,ἐθελοντής
473,6229,συγγενεῖς,συγγενής
474,6242,οἵπερ,ὁ
475,6266,πιστοτάτου,
476,6269,σκηπτούχων,σκηπτοῦχος
477,6285,οὐδεὶς,οὐδείς
478,6296,οὐδεὶς,οὐδείς
479,6305,Βαβυλωνίας,Βαβυλώνιος
480,6307,τρεῖς,τρέω
481,6308,παρασάγγας,παρασάγγης
482,6323,βαρβάρων,βάρβαρος
483,6335,ἐπιοῦσαν,ἔπειμι
484,6336,ἕω,ἠώς
485,6342,μαχούμενον,μάχομαι
486,6349,δεξιοῦ,δεξιόομαι
487,6351,ἡγεῖσθαι,ἡγέομαι
488,6395,συνεβουλεύετό,συμβουλεύω
489,6415,βαρβάρων,βάρβαρος
490,6417,ὑμᾶς,ὑμεῖς
491,6426,βαρβάρων,βάρβαρος
492,6427,ὑμᾶς,ὑμεῖς
493,6442,κέκτησθε,κτάομαι
494,6445,ὑμᾶς,ὑμεῖς
495,6446,ἐγὼ,ἐγώ
496,6468,εἰδῆτε,οἶδα
497,6474,ὑμᾶς,ὑμεῖς
498,6491,ἀνάσχησθε,ἀνέχω
499,6497,μοι,ἐγώ
500,6519,ἐγὼ,ἐγώ
501,6524,βουλόμενον,βούλομαι
502,6528,ζηλωτὸν,ζηλωτός
503,6537,παρʼ,παρά
504,6538,ἐμοὶ,ἐγώ
505,6545,Γαυλίτης,Γαυλίτης
506,6548,φυγὰς,φυγάς
507,6549,Σάμιος,Σάμιος
508,6585,μεμνήσεσθαί,μιμνήσκω
509,6593,μεμνῇό,μιμνήσκω
510,6596,βούλοιο,βούλομαι
511,6603,ἀκούσας,
512,6609,ἀλλʼ,ἀλλά
513,6612,ἡμῖν,ἡμεῖς
514,6644,πάντα,πᾶς
515,6654,ἡμεῖς,ἡμεῖς
516,6661,φίλους,φίλος
517,6710,πολὺ,πολύς
518,6711,προθυμότεροι,πρόθυμος
519,6717,εἰσῇσαν,εἴσειμι
520,6728,τινὲς,τις
521,6733,ἔσται,εἰμί
522,6740,ἐμπιμπλὰς,ἐμπίμπλημι
523,6755,ἀλλʼ,ἀλλά
524,6774,σοι,σύ
525,6783,νὴ,νή
526,6784,Δίʼ,Δία
527,6794,Παρυσάτιδός,Παρύσατις
528,6798,ἐμὸς,ἐμός
529,6804,ταῦτʼ,οὗτος
530,6805,ἐγὼ,ἐγώ
531,6823,πελτασταὶ,πελταστής
532,6833,βαρβάρων,βάρβαρος
533,6834,δέκα,δέκα
534,6841,εἴκοσι,εἴκοσι
535,6848,ἑκατὸν,ἑκατόν
536,6850,εἴκοσι,εἴκοσι
537,6888,τριάκοντα,τριάκοντα
538,6906,ἐνενήκοντα,ἐνενήκοντα
539,6911,ἑκατὸν,ἑκατόν
540,6913,πεντήκοντα,πεντήκοντα
541,6953,ταὐτὰ,αὐτός
542,6961,ἕνα,ἕνος
543,6962,παρασάγγας,παρασάγγης
544,6963,τρεῖς,τρέω
545,6997,ὀργυιαὶ,ὄργυια
546,7003,ὀργυιαὶ,ὄργυια
547,7004,τρεῖς,τρέω
548,7006,παρετέτατο,παρατείνω
549,7016,παρασάγγας,παρασάγγης
550,7050,σιταγωγά,σιταγωγός
551,7061,παρασάγγην,παρασάγγης
552,7073,πάροδος,
553,7074,στενὴ,στενός
554,7075,μεταξὺ,μεταξύ
555,7082,εἴκοσι,εἴκοσι
556,7106,Κῦρός,Κῦρος
557,7114,εἴσω,εἴσω
558,7127,ἀλλʼ,ἀλλά
559,7147,δαρεικοὺς,Δαρεικός
560,7165,ἡμερῶν,ἡμέρα
561,7188,ὑπισχνοῦμαί,ὑπισχνέομαι
562,7189,σοι,σύ
563,7190,δέκα,δέκα
564,7202,δέκα,δέκα
565,7243,καθήμενος,κάθημαι
566,7266,πολλὰ,πολύς
567,7268,ἁμαξῶν,ἄμαξα
568,7289,ἡνίκα,ἡνίκα
569,7290,Πατηγύας,Πατηγύας
570,7293,Πέρσης,Πέρση
571,7331,τάραχος,τάραχος
572,7344,ἐπιπεσεῖσθαι,ἐπιπίπτω
573,7410,Μένων,Μένων
574,7455,Κῦρος,Κῦρος
575,7480,ψιλὴν,ψιλός
576,7511,προμετωπίδια,προμετωπίδιος
577,7513,προστερνίδια,προστερνίδιον
578,7518,μαχαίρας,μάχαιρα
579,7521,Ἑλληνικάς,Ἑλληνικός
580,7542,κονιορτὸς,κονιορτός
581,7590,Τισσαφέρνης,Τισσαφέρνης
582,7597,γερροφόροι,γερροφόροι
583,7607,Αἰγύπτιοι,Αἰγύπτιος
584,7626,πλαισίῳ,πλαίσιον
585,7627,πλήρει,πλήρης
586,7682,διακόψοντα,διακόπτω
587,7684,ὃ,ὁ
588,7685,μέντοι,μέντοι
589,7696,βαρβάρων,βάρβαρος
590,7708,ἁνυστὸν,ἀνυστός
591,7726,ἑρμηνεῖ,ἑρμηνεύς
592,7729,τρισὶν,τρεῖς
593,7749,κἂν,ἐάν
594,7750,τοῦτʼ,οὗτος
595,7757,ἡμῖν,ἡμεῖς
596,7776,ʽτοσοῦτον,
597,7790,ἦν̓,
598,7791,ἀλλʼ,ἀλλά
599,7865,φίλους,φίλος
600,7879,ἤρετο,ἔρομαι
601,7913,ἤρετο,ἔρομαι
602,7937,τι,τις
603,7957,δέχομαί,δέχομαι
604,7977,τρία,τρεῖς
605,7983,φάλαγγε,φάλαγξ
606,7984,ἀπʼ,ἀπό
607,8001,ἐξεκύμαινέ,ἐκκυμαίνω
608,8048,βάρβαροι,βάρβαρος
609,8069,ἀλλʼ,ἀλλά
610,8072,ἕπεσθαι,ἕπομαι
611,8092,ἡνιόχων,ἡνίοχος
612,8097,προΐδοιεν,προοράω
613,8112,οὐδὲν,οὐδείς
614,8113,μέντοι,μέντοι
615,8129,οὐδεὶς,οὐδείς
616,8130,οὐδέν,οὐδείς
617,8152,ἡδόμενος,ἥδομαι
618,8163,οὐδʼ,οὐδέ
619,8164,ὣς,ὅς
620,8180,τι,τις
621,8200,βαρβάρων,βάρβαρος
622,8206,ἡγοῦνται,ἡγέομαι
623,8228,ἡμίσει,ἥμισυς
624,8231,αἰσθάνεσθαι,αἰσθάνομαι
625,8254,οὐδεὶς,οὐδείς
626,8263,τεταγμένοις,τάσσω
627,8316,τροπὴ,τροπή
628,8338,ὁμοτράπεζοι,ὁμοτράπεζος
629,8349,ἀμφʼ,ἀμφί
630,8350,ἐκεῖνον,ἐκεῖνος
631,8358,ἀλλʼ,ἀλλά
632,8364,ἐπʼ,ἐπί
633,8375,θώρακος,θώραξ
634,8403,μαχόμενοι,μάχομαι
635,8420,ἀπέθνῃσκον,ἀποθνῄσκω
636,8421,Κτησίας,Κτησίας
637,8424,παρʼ,παρά
638,8435,ὀκτὼ,ὀκτώ
639,8464,περιπεσεῖν,περιπίπτω
640,8484,ἀκινάκην,ἀκινάκης
641,8497,τἆλλα,ἄλλος
642,8507,διʼ,διά
643,8528,βασιλικώτατός,βασιλικός
644,8552,ὅτʼ,ὅστε
645,8593,οὔτʼ,οὔτε
646,8630,ἡλικιωτῶν,ἡλικιώτης
647,8640,ὑποδεεστέρων,ὑποδεής
648,8668,φιλομαθέστατον,φιλομαθής
649,8686,μέντοι,μέντοι
650,8721,μέντοι,μέντοι
651,8749,καθήκει,καθήκω
652,8763,ποιοῖτο,ποιέω
653,8766,τῳ,τις
654,8770,τῳ,τις
655,8771,συνθοῖτο,συντίθημι
656,8774,τῳ,τις
657,8775,ὑπόσχοιτό,ὑπέχω
658,8778,μηδὲν,μηδείς
659,8802,σπεισαμένου,σπένδω
660,8805,μηδὲν,μηδείς
661,8814,Τισσαφέρνει,Τισσαφέρνης
662,8820,ἑκοῦσαι,ἑκών
663,8826,Μιλησίων,Μιλήσιος
664,8849,προοῖτο,προΐημι
665,8862,γένοιντο,γίγνομαι
666,8897,νικῴη,νικάω
667,8912,ἑνί,εἷς
668,8933,τοῦτʼ,οὗτος
669,8947,ἀφειδέστατα,ἀφειδής
670,8957,στειβομένας,στείβω
671,8965,στερομένους,στέρομαι
672,8975,Ἕλληνι,Ἕλλην
673,8977,βαρβάρῳ,βάρβαρος
674,8978,μηδὲν,μηδείς
675,8988,τι,τις
676,8993,μέντοι,μέντοι
677,9008,Πισίδας,Πισίδαι
678,9037,ἄλλοις,ἄλλος
679,9045,ἀγαθοὺς,ἀγαθός
680,9046,εὐδαιμονεστάτους,εὐδαίμων
681,9069,αἰσθήσεσθαι,αἰσθάνομαι
682,9080,βουλόμενος,βούλομαι
683,9086,πλουσιωτέρους,πλούσιος
684,9091,ἀδίκου,ἄδικος
685,9144,οὐδενὶ,οὐδείς
686,9164,ὁρῴη,ὁράω
687,9181,οὐδένα,οὐδείς
688,9186,ἀλλʼ,ἀλλά
689,9200,ἐπέπατο,πάομαι
690,9239,τι,τις
691,9241,βουλόμενος,βούλομαι
692,9264,συνεργοὺς,συνεργός
693,9270,συνεργὸς,συνεργός
