,line,token,lemma
0,0,σʼ,σύ
1,1,ἀρθέντʼ,αἴρω
2,2,Φύτιον,
3,3,ἁλμυροῦ,ἁλμυρός
4,4,τʼ,τε
5,5,κοκκύμηλά,
6,6,<καὶ>,
7,7,ἐκαλλωπίζοντο,
8,8,ἀρθέντʼ,αἴρω
9,9,ἰχθύδι᾽,
10,10,ἀναρίθμους,
11,11,λεπτοψαμάθων,λεπτοψάμαθος
